比较类型,条件,真实Trial数,F3波形相关,Fz波形相关,F4波形相关,平均波形相关,F3模拟晚期峰值,F3真实晚期峰值,F3模拟峰时间(ms),F3真实峰时间(ms),F3峰时间差(ms),Fz模拟晚期峰值,Fz真实晚期峰值,Fz模拟峰时间(ms),Fz真实峰时间(ms),Fz峰时间差(ms),F4模拟晚期峰值,F4真实晚期峰值,F4模拟峰时间(ms),F4真实峰时间(ms),F4峰时间差(ms),晚期空间余弦相似度,模拟晚期F4-F3均值,真实晚期F4-F3均值
单条件,左提示,78,-0.9016338862161988,0.33198120406715553,-0.42211376047912125,-0.3305888142093882,0.26035618782043457,-13.169069290161133,442.0,304.0,138.0,0.2605624198913574,6.942199230194092,442.0,344.0,98.0,0.2607688009738922,2.363694906234741,443.0,305.0,138.0,-0.5456515670124853,0.00044851236609348737,15.475166320800781
单条件,右提示,85,0.5248256058858961,0.8043238365577892,0.7810553814993977,0.7034016079810277,0.2607688009738922,6.411641597747803,443.0,500.0,57.0,0.2605624198913574,12.37097454071045,442.0,360.0,82.0,0.2603561580181122,12.148309707641602,442.0,500.0,58.0,0.9204140593075377,-0.0004485111193827899,4.026705741882324
条件差异,左提示-右提示,,0.16321183833777872,-0.16558874827031833,0.1263049306251244,0.0413093402308616,,,,,,,,,,,,,,,,,,
