比较类型,条件,真实Trial数,F3波形相关,Fz波形相关,F4波形相关,平均波形相关,F3模拟晚期峰值,F3真实晚期峰值,F3模拟峰时间(ms),F3真实峰时间(ms),F3峰时间差(ms),Fz模拟晚期峰值,Fz真实晚期峰值,Fz模拟峰时间(ms),Fz真实峰时间(ms),Fz峰时间差(ms),F4模拟晚期峰值,F4真实晚期峰值,F4模拟峰时间(ms),F4真实峰时间(ms),F4峰时间差(ms),晚期空间余弦相似度,模拟晚期F4-F3均值,真实晚期F4-F3均值
单条件,相向,42,-0.7428005686341578,0.5533353710283259,0.6582321160797422,0.15625563949130342,0.2665536105632782,0.8195155262947083,304.0,448.0,144.0,0.2665536105632782,17.791038513183594,304.0,464.0,160.0,0.2665536105632782,22.978132247924805,304.0,464.0,160.0,0.7745214071026596,-5.93671760711062e-11,16.64226722717285
单条件,背向,121,0.5069686682811008,0.37779657312030235,0.30606714480013264,0.39694412873384527,0.2616105079650879,8.61633014678955,310.0,456.0,146.0,0.2616104781627655,11.440106391906738,310.0,456.0,146.0,0.2616105079650879,10.356940269470215,310.0,464.0,154.0,0.9532832638517001,2.96835880355531e-10,1.7517927885055542
条件差异,相向-背向,,0.40851703074035006,-0.513987436555069,-0.34199996879156225,-0.14915679153542705,,,,,,,,,,,,,,,,,,
