record_type,dataset,stage,condition,n_trials,total_trials,unclassified_trials,event_channel_label,event_trials_without_marker,trials_with_multiple_post_target_events,first_event_median_time_ms,condition_mapping,event_timing_note,compare_window_ms,late_window_ms,max_lag_search_ms,effective_max_lag_ms,real_sample_interval_ms,mean_zero_lag_r,mean_best_lag_r,late_topography_cosine,sim_late_f4_minus_f3_common_scale,real_late_f4_minus_f3_common_scale,f3_zero_lag_r,f3_best_lag_r,f3_best_lag_real_delay_ms,f3_best_lag_at_search_limit,f3_sim_late_positive_peak,f3_real_late_positive_peak,f3_sim_peak_time_ms,f3_real_peak_time_ms,f3_sim_peak_at_window_boundary,f3_peak_time_difference_ms,f3_real_peak_at_window_boundary,f3_sim_late_mean_common_scale,f3_real_late_mean_common_scale,fz_zero_lag_r,fz_best_lag_r,fz_best_lag_real_delay_ms,fz_best_lag_at_search_limit,fz_sim_late_positive_peak,fz_real_late_positive_peak,fz_sim_peak_time_ms,fz_real_peak_time_ms,fz_sim_peak_at_window_boundary,fz_peak_time_difference_ms,fz_real_peak_at_window_boundary,fz_sim_late_mean_common_scale,fz_real_late_mean_common_scale,f4_zero_lag_r,f4_best_lag_r,f4_best_lag_real_delay_ms,f4_best_lag_at_search_limit,f4_sim_late_positive_peak,f4_real_late_positive_peak,f4_sim_peak_time_ms,f4_real_peak_time_ms,f4_sim_peak_at_window_boundary,f4_peak_time_difference_ms,f4_real_peak_at_window_boundary,f4_sim_late_mean_common_scale,f4_real_late_mean_common_scale
condition,VisualCogB_Task-1,Stage1,left,41,83,0,Action:L-1/R+1,,,,"cue_type: -1=left, +1=right",cue onset at 0 ms; cue offset at 200 ms,0-800,450-700,100,93.75,7.8125,0.6573462391629308,0.7633525295573697,0.9062146929670597,0.0023739434262423087,0.2909575682131611,0.6046908193697519,0.7735144265363402,93.75,True,0.2476517902687192,41.21240216029827,570.3125,695.3125,False,125.0,True,0.9829035966990457,0.27625198429399733,0.6388928902363918,0.7051938109055889,93.75,True,0.24792582169175148,24.748833951616017,570.3125,664.0625,False,93.75,False,0.9840905218014536,0.19072300134565454,0.7284550078826485,0.8113493512301799,93.75,True,0.2481998624280095,58.73368480926159,570.3125,695.3125,False,125.0,True,0.985277540125288,0.5672095525071584
condition,VisualCogB_Task-1,Stage1,right,42,83,0,Action:L-1/R+1,,,,"cue_type: -1=left, +1=right",cue onset at 0 ms; cue offset at 200 ms,0-800,450-700,100,93.75,7.8125,0.4562186506279305,0.5947740890743621,0.8776427288209321,-0.0023739478821092064,-0.023548520267627535,0.42781828701166374,0.6115445411262143,93.75,True,0.2481998624280095,24.05159395702637,570.3125,687.5,False,117.1875,False,0.9852775674467878,0.14499244232630493,0.5391316917149865,0.5991335151662306,93.75,True,0.24792582169175148,30.893519714900787,570.3125,671.875,False,101.5625,False,0.9840905463087217,0.38338148351879725,0.40170597315714135,0.5736442109306417,93.75,True,0.24765178561210632,30.94310617586762,570.3125,679.6875,False,109.375,False,0.9829036195646786,0.12144392205867739
condition_difference,VisualCogB_Task-1,Stage1,left-right,,83,0,Action:L-1/R+1,,,,"cue_type: -1=left, +1=right",cue onset at 0 ms; cue offset at 200 ms,0-800,450-700,100,93.75,7.8125,0.06500770205659083,0.4138418117677422,0.39607177548056705,0.9526509262431158,0.49654942196234825,0.06881055861857394,0.42394364558680137,-93.75,True,-0.0004300633445382118,17.438870788133492,695.3125,695.3125,True,0.0,True,-0.4763304980744834,0.3271405957431997,-0.23192536913302725,0.2549553426236215,-85.9375,False,3.818422555923462e-08,7.414798483684303,601.5625,531.25,False,-70.3125,False,-4.917313838497533e-06,-0.018425148864042364,0.3581379166842258,0.5626264470928036,93.75,True,0.0009035486727952957,35.88298300058811,453.125,539.0625,True,85.9375,False,0.47632042816863235,0.823690017705548
