评估对象,NRMSE_相对第一问样条均值RMS,相关_第一问样条均值,RMSE_原始数据单位,NRMSE_相对实测均值RMS,相关_实测均值
左提示_F3,0.7016221168683227,0.9184153373079464,9.868393700016712,0.7015697496240204,0.9174916829764845
左提示_Fz,0.28008915185051525,0.9390477079889746,7.476154523132564,0.28100157932724834,0.9384869020727379
左提示_F4,0.4419331485550927,0.9138610103031501,11.782647294847777,0.44311862583783884,0.9131310514378869
右提示_F3,0.3593243478292539,0.9530086874706931,10.240657510349958,0.3605428351645508,0.9511324158306967
右提示_Fz,0.2777949838307616,0.9281474045201391,8.615560583734991,0.28025296820689694,0.9264302110847951
右提示_F4,0.3193444829596274,0.9420290730018356,13.096002873999913,0.3206288333351467,0.9405964453905049
