条件,V1峰值,V1峰值时间(ms),IT峰值,IT峰值时间(ms),PFC峰值,PFC峰值时间(ms),PFC最大左右差,PFC最大左右差时间(ms)
双圆点,0.2079145312309265,56.0,0.23160119354724884,130.0,0.44319388270378113,298.0,-5.960464477539063e-08,561.0
