record,task,left_right_difference_rms_measured,left_right_difference_rms_model,left_right_difference_nrmse,left_right_difference_correlation,measured_mode_rms,model_mode_rms,measured_lateral_energy_fraction,model_lateral_energy_fraction
VisualCogA_Task-1,Task1,19.799086360916583,14.750496434209317,1.3816867908628576,-0.3136333546178542,"[23.948945071839344, 11.71417718299449, 21.569365893612478]","[1.302231808768812e-05, 25.548609260909735, 7.279430566029772e-06]",0.11668419185310394,0.9999999999996585
VisualCogA_Task-2,Task1,9.689140369865022,5.508440283367207,0.8953802821476832,0.5301403380381956,"[12.283477129314418, 9.850983157790228, 5.806259015871337]","[6.2257531727581535e-06, 9.540898441246364, 7.191810219504097e-06]",0.34456201851662055,0.9999999999990061
VisualCogB_Task-1,Task2,14.519325918548336,11.866050791347948,1.0307614151628737,0.43913374762761576,"[16.183525645703526, 11.476365808899235, 15.453769795175331]","[3.9187376049527154e-06, 20.552602855806352, 5.754347021940695e-06]",0.2082545999856482,0.9999999999998853
VisualCogB_Task-2,Task2,50.10169981403533,9.431960624371971,1.0129335310128413,0.03804071071019552,"[80.26154843459422, 2.489452913814931, 32.90026504206783]","[2.7224616283507305e-05, 16.336635016370195, 1.661044014403796e-05]",0.0008229655522111051,0.9999999999961888
