condition,correct,heldout_record,mode_count,predicted_label,score_right_minus_left,trial_index,true_label
right,True,VisualCogA_Task-2,3,right,0.17060319636305157,12,right
right,True,VisualCogA_Task-2,3,right,0.20707641238487426,13,right
right,True,VisualCogA_Task-2,3,right,0.028663977618317286,14,right
right,True,VisualCogA_Task-2,3,right,0.4261913153968725,15,right
right,True,VisualCogA_Task-2,3,right,0.3670958970614144,16,right
right,False,VisualCogA_Task-2,3,left,-0.3867226820719087,17,right
right,False,VisualCogA_Task-2,3,left,-0.08642556312873685,18,right
right,True,VisualCogA_Task-2,3,right,0.15686225007865404,19,right
right,True,VisualCogA_Task-2,3,right,0.3671455500652653,20,right
right,False,VisualCogA_Task-2,3,left,-0.22377011405587385,21,right
right,False,VisualCogA_Task-2,3,left,-0.006394739695706884,22,right
right,True,VisualCogA_Task-2,3,right,0.2865905853366735,23,right
right,True,VisualCogA_Task-2,3,right,0.08728131372457446,24,right
right,True,VisualCogA_Task-2,3,right,0.3156526092682469,25,right
right,True,VisualCogA_Task-2,3,right,0.016390266780627268,26,right
right,False,VisualCogA_Task-2,3,left,-0.0878985644460177,27,right
right,True,VisualCogA_Task-2,3,right,0.013960209117522285,28,right
right,True,VisualCogA_Task-2,3,right,0.19588170135801686,29,right
right,True,VisualCogA_Task-2,3,right,0.17333609677691028,30,right
right,True,VisualCogA_Task-2,3,right,0.20853962099628673,31,right
right,False,VisualCogA_Task-2,3,left,-0.017836543329344503,32,right
right,True,VisualCogA_Task-2,3,right,0.8593946169660659,33,right
right,True,VisualCogA_Task-2,3,right,0.06979342590676209,34,right
left,True,VisualCogB_Task-1,3,left,-0.1957994473418632,0,left
left,True,VisualCogB_Task-1,3,left,-0.1977085015004924,1,left
left,False,VisualCogB_Task-1,3,right,0.26923982390474166,2,left
left,True,VisualCogB_Task-1,3,left,-0.29534034045387836,3,left
left,False,VisualCogB_Task-1,3,right,0.337114448209528,4,left
left,True,VisualCogB_Task-1,3,left,-0.6673252582816832,5,left
left,True,VisualCogB_Task-1,3,left,-0.05311939793250877,6,left
left,True,VisualCogB_Task-1,3,left,-0.05383768667640833,7,left
left,True,VisualCogB_Task-1,3,left,-0.6164956229531428,8,left
left,False,VisualCogB_Task-1,3,right,0.4197877804571667,9,left
left,True,VisualCogB_Task-1,3,left,-0.25030075220071735,10,left
left,True,VisualCogB_Task-1,3,left,-0.8475591063542305,11,left
left,False,VisualCogB_Task-1,3,right,0.3995078240681089,12,left
left,False,VisualCogB_Task-1,3,right,0.28488027497052115,13,left
left,False,VisualCogB_Task-1,3,right,0.3100385165279646,14,left
left,False,VisualCogB_Task-1,3,right,1.3497823898972445,15,left
left,True,VisualCogB_Task-1,3,left,-0.8679765001587139,16,left
left,False,VisualCogB_Task-1,3,right,0.017939960359695795,17,left
left,False,VisualCogB_Task-1,3,right,7.00841013384678,18,left
left,True,VisualCogB_Task-1,3,left,-0.2808381558114728,19,left
left,False,VisualCogB_Task-1,3,right,0.32025381774080247,20,left
left,True,VisualCogB_Task-1,3,left,-2.224291594088088,21,left
left,False,VisualCogB_Task-1,3,right,3.969223083668707,22,left
left,False,VisualCogB_Task-1,3,right,0.2659055350981517,23,left
left,True,VisualCogB_Task-1,3,left,-0.7962174598573594,24,left
left,False,VisualCogB_Task-1,3,right,0.2459287060082786,25,left
left,False,VisualCogB_Task-1,3,right,1.3400203682312286,26,left
left,False,VisualCogB_Task-1,3,right,0.11063576676075339,27,left
left,False,VisualCogB_Task-1,3,right,0.10613525314638667,28,left
left,True,VisualCogB_Task-1,3,left,-1.2647630358049549,29,left
left,False,VisualCogB_Task-1,3,right,0.010146164304388318,30,left
left,False,VisualCogB_Task-1,3,right,0.3773843072124681,31,left
left,True,VisualCogB_Task-1,3,left,-0.46439655611736314,32,left
left,True,VisualCogB_Task-1,3,left,-0.31888068187045204,33,left
left,True,VisualCogB_Task-1,3,left,-0.003557873795961518,34,left
left,True,VisualCogB_Task-1,3,left,-0.004439968251421028,35,left
left,False,VisualCogB_Task-1,3,right,0.02531098612616186,36,left
left,True,VisualCogB_Task-1,3,left,-1.0667210317756748,37,left
left,False,VisualCogB_Task-1,3,right,0.02452545545000467,38,left
left,False,VisualCogB_Task-1,3,right,0.10485988058162726,39,left
left,False,VisualCogB_Task-1,3,right,0.102141134810835,40,left
right,True,VisualCogB_Task-1,3,right,0.30213033962455604,0,right
right,False,VisualCogB_Task-1,3,left,-1.922323692289262,1,right
right,True,VisualCogB_Task-1,3,right,0.028627661429618582,2,right
right,True,VisualCogB_Task-1,3,right,0.37854910701500055,3,right
right,True,VisualCogB_Task-1,3,right,0.12861162752181918,4,right
right,True,VisualCogB_Task-1,3,right,0.2239593577124218,5,right
right,True,VisualCogB_Task-1,3,right,0.6276095082587759,6,right
right,True,VisualCogB_Task-1,3,right,0.19320255763075955,7,right
right,False,VisualCogB_Task-1,3,left,-0.029708073415828238,8,right
right,False,VisualCogB_Task-1,3,left,-0.7075930496487033,9,right
right,False,VisualCogB_Task-1,3,left,-1.0411352543483101,10,right
right,True,VisualCogB_Task-1,3,right,0.17756713528531354,11,right
right,False,VisualCogB_Task-1,3,left,-0.20802659310555724,12,right
right,True,VisualCogB_Task-1,3,right,0.001466823166209374,13,right
right,False,VisualCogB_Task-1,3,left,-0.21511057225497252,14,right
right,True,VisualCogB_Task-1,3,right,0.28677493707659213,15,right
right,False,VisualCogB_Task-1,3,left,-0.46317216892200086,16,right
right,True,VisualCogB_Task-1,3,right,1.2533790747324003,17,right
right,False,VisualCogB_Task-1,3,left,-0.3477705137212072,18,right
right,False,VisualCogB_Task-1,3,left,-1.7509262418887943,19,right
right,False,VisualCogB_Task-1,3,left,-0.11781038032200801,20,right
right,False,VisualCogB_Task-1,3,left,-0.16907364698216582,21,right
right,True,VisualCogB_Task-1,3,right,1.1351726465654428,22,right
right,True,VisualCogB_Task-1,3,right,0.3638645357838204,23,right
right,False,VisualCogB_Task-1,3,left,-1.9705566658741873,24,right
right,True,VisualCogB_Task-1,3,right,0.025266450349072763,25,right
right,True,VisualCogB_Task-1,3,right,0.20973781793081145,26,right
right,False,VisualCogB_Task-1,3,left,-1.1640170085448034,27,right
right,False,VisualCogB_Task-1,3,left,-2.6459928931505905,28,right
right,True,VisualCogB_Task-1,3,right,0.025037239668158448,29,right
right,True,VisualCogB_Task-1,3,right,0.0074343123058702425,30,right
right,True,VisualCogB_Task-1,3,right,0.21368856373958442,31,right
right,True,VisualCogB_Task-1,3,right,2.231815668210517,32,right
right,True,VisualCogB_Task-1,3,right,1.4582162451840386,33,right
right,False,VisualCogB_Task-1,3,left,-0.7951424093324705,34,right
right,True,VisualCogB_Task-1,3,right,0.31572667796043863,35,right
right,True,VisualCogB_Task-1,3,right,0.05686689682925996,36,right
right,True,VisualCogB_Task-1,3,right,0.09948014811375111,37,right
right,True,VisualCogB_Task-1,3,right,0.012460688134744146,38,right
right,False,VisualCogB_Task-1,3,left,-0.11832799209961323,39,right
right,True,VisualCogB_Task-1,3,right,0.32108581829370214,40,right
right,True,VisualCogB_Task-1,3,right,2.0795770312961945,41,right
left,False,VisualCogB_Task-2,3,right,0.23038327516955256,0,left
left,True,VisualCogB_Task-2,3,left,-0.060272588664224164,1,left
left,True,VisualCogB_Task-2,3,left,-0.00013481777348213852,2,left
left,True,VisualCogB_Task-2,3,left,-0.05241325521356624,3,left
left,False,VisualCogB_Task-2,3,right,0.12281630307897184,4,left
left,True,VisualCogB_Task-2,3,left,-0.2595676371477888,5,left
left,True,VisualCogB_Task-2,3,left,-0.38289887525248406,6,left
left,True,VisualCogB_Task-2,3,left,-0.10080414222930588,7,left
left,True,VisualCogB_Task-2,3,left,-0.05267113379952194,8,left
left,True,VisualCogB_Task-2,3,left,-0.25568175559899803,9,left
left,True,VisualCogB_Task-2,3,left,-0.08109370439683296,10,left
left,False,VisualCogB_Task-2,3,right,0.43321017428185415,11,left
left,True,VisualCogB_Task-2,3,left,-0.13918093013562743,12,left
left,False,VisualCogB_Task-2,3,right,0.3648615588687544,13,left
left,True,VisualCogB_Task-2,3,left,-0.057034105608281135,14,left
left,True,VisualCogB_Task-2,3,left,-0.14452907266544976,15,left
left,True,VisualCogB_Task-2,3,left,-0.3878194035441209,16,left
left,True,VisualCogB_Task-2,3,left,-0.08778036077001793,17,left
left,True,VisualCogB_Task-2,3,left,-0.21920574809311513,18,left
left,True,VisualCogB_Task-2,3,left,-0.04286281262146703,19,left
left,True,VisualCogB_Task-2,3,left,-0.16294411428888644,20,left
left,True,VisualCogB_Task-2,3,left,-0.1961501691845221,21,left
left,True,VisualCogB_Task-2,3,left,-0.1318952355092515,22,left
left,True,VisualCogB_Task-2,3,left,-0.0884915193596864,23,left
left,False,VisualCogB_Task-2,3,right,0.2648624637174815,24,left
left,True,VisualCogB_Task-2,3,left,-0.23095914726414352,25,left
left,True,VisualCogB_Task-2,3,left,-0.12665950753606675,26,left
left,False,VisualCogB_Task-2,3,right,0.077396708553861,27,left
left,True,VisualCogB_Task-2,3,left,-0.23483172130722363,28,left
left,True,VisualCogB_Task-2,3,left,-0.054829022026151725,29,left
left,False,VisualCogB_Task-2,3,right,0.10001735519466116,30,left
left,True,VisualCogB_Task-2,3,left,-0.6576127762272167,31,left
left,False,VisualCogB_Task-2,3,right,0.2546188880750839,32,left
left,True,VisualCogB_Task-2,3,left,-0.15673327121231886,33,left
left,True,VisualCogB_Task-2,3,left,-0.22893037061743743,34,left
left,True,VisualCogB_Task-2,3,left,-0.0935857738070537,35,left
left,True,VisualCogB_Task-2,3,left,-0.05033439691725747,36,left
right,False,VisualCogB_Task-2,3,left,-0.02767224392526927,0,right
right,True,VisualCogB_Task-2,3,right,0.2993078649805689,1,right
right,True,VisualCogB_Task-2,3,right,0.015183413953752785,2,right
right,False,VisualCogB_Task-2,3,left,-0.005647177924598807,3,right
right,True,VisualCogB_Task-2,3,right,0.3906811037702791,4,right
right,True,VisualCogB_Task-2,3,right,0.04522045944195558,5,right
right,True,VisualCogB_Task-2,3,right,0.0067307741959688056,6,right
right,False,VisualCogB_Task-2,3,left,-0.016572244098234303,7,right
right,False,VisualCogB_Task-2,3,left,-0.07367591706835401,8,right
right,False,VisualCogB_Task-2,3,left,-0.3469433143233025,9,right
right,False,VisualCogB_Task-2,3,left,-0.12607680335119842,10,right
right,True,VisualCogB_Task-2,3,right,0.4567212812393541,11,right
right,False,VisualCogB_Task-2,3,left,-0.23366633952576749,12,right
right,False,VisualCogB_Task-2,3,left,-0.08707908468459875,13,right
right,False,VisualCogB_Task-2,3,left,-0.19382050112014496,14,right
right,False,VisualCogB_Task-2,3,left,-0.4026447687555797,15,right
right,False,VisualCogB_Task-2,3,left,-0.03948430543431576,16,right
right,False,VisualCogB_Task-2,3,left,-0.11976762435314077,17,right
right,False,VisualCogB_Task-2,3,left,-0.07006807923905403,18,right
right,False,VisualCogB_Task-2,3,left,-0.3715864303583407,19,right
right,True,VisualCogB_Task-2,3,right,0.2664299451834823,20,right
right,False,VisualCogB_Task-2,3,left,-0.1567960954996723,21,right
right,False,VisualCogB_Task-2,3,left,-0.014237054556867157,22,right
right,False,VisualCogB_Task-2,3,left,-0.2479983830027532,23,right
right,False,VisualCogB_Task-2,3,left,-0.42573457326777425,24,right
right,False,VisualCogB_Task-2,3,left,-0.23785532324217054,25,right
right,False,VisualCogB_Task-2,3,left,-0.16870045438110046,26,right
right,True,VisualCogB_Task-2,3,right,0.30276446191982553,27,right
right,False,VisualCogB_Task-2,3,left,-0.4318252521444473,28,right
right,True,VisualCogB_Task-2,3,right,0.21667587230190508,29,right
right,False,VisualCogB_Task-2,3,left,-0.23067647519577145,30,right
right,False,VisualCogB_Task-2,3,left,-0.7559635670603954,31,right
right,True,VisualCogB_Task-2,3,right,0.0864279643564151,32,right
right,False,VisualCogB_Task-2,3,left,-0.09772563217114184,33,right
right,False,VisualCogB_Task-2,3,left,-0.054090726089753356,34,right
right,False,VisualCogB_Task-2,3,left,-0.04388259899022052,35,right
right,False,VisualCogB_Task-2,3,left,-0.057037369096866276,36,right
right,True,VisualCogB_Task-2,3,right,0.2096354866079829,37,right
right,False,VisualCogB_Task-2,3,left,-0.1015890859351009,38,right
right,False,VisualCogB_Task-2,3,left,-0.09740842088527245,39,right
right,False,VisualCogB_Task-2,3,left,-0.26361523495809847,40,right
right,False,VisualCogB_Task-2,3,left,-0.34265195788852637,41,right
right,False,VisualCogB_Task-2,3,left,-0.052944111027742956,42,right
