balanced_accuracy,mode_count,n_heldout_records,recall_left,recall_right,roc_auc
0.45296899982922045,2,4,0.4687896054170234,0.43714839424141755,0.4205851130113262
0.47889187209781026,3,4,0.45049692249019413,0.5072868217054264,0.447668852977105
