sample,stage,candidate,source,mean_accuracy,mean_balanced_accuracy,sd_balanced_accuracy,mean_auc,mean_macro_f1,valid_record_folds
q1_quality_matched,cue_locked,round1::logistic_full_baseline_13_l2_100,round1_classifier,0.4407393462739848,0.4440871420137757,0.053276292051842415,0.4848834372346411,0.42079112970186183,4
q1_quality_matched,cue_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_0.03,round1_classifier,0.4827532351628737,0.5,0.0,0.5068771430774873,0.3251574734945103,4
q1_quality_matched,cue_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_0.1,round1_classifier,0.4827532351628737,0.5,0.0,0.5147368526623127,0.3251574734945103,4
q1_quality_matched,cue_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_scale,round1_classifier,0.4827532351628737,0.5,0.0,0.5135532727667999,0.3251574734945103,4
q1_quality_matched,cue_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_0.03,round1_classifier,0.5166820058009818,0.5166551709537803,0.04501270459123728,0.5341040114967786,0.5106413513678157,4
q1_quality_matched,cue_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_0.1,round1_classifier,0.49213102409638554,0.48861905741959333,0.018071556925451912,0.4862937786412663,0.4879372141597168,4
q1_quality_matched,cue_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_scale,round1_classifier,0.4952560240963855,0.49065057107016347,0.012069900148238524,0.49361573765254796,0.4891705794863508,4
q1_quality_matched,cue_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_0.03,round1_classifier,0.4782393462739848,0.48226767260961523,0.02801919600549108,0.4989693162953867,0.46833855941206554,4
q1_quality_matched,cue_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_0.1,round1_classifier,0.4891189759036144,0.48880107855844745,0.007159851981432277,0.5127652021169145,0.4801256931663012,4
q1_quality_matched,cue_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_scale,round1_classifier,0.49213102409638554,0.4927727088063114,0.01328157674321538,0.513451794241201,0.4833905155269937,4
q1_quality_matched,cue_locked,round1::rbf_svm_full_baseline_13_C_0.1_gamma_0.03,round1_classifier,0.4827532351628737,0.5,0.0,0.48792088517018595,0.3251574734945103,4
q1_quality_matched,cue_locked,round1::rbf_svm_full_baseline_13_C_0.1_gamma_0.1,round1_classifier,0.4827532351628737,0.5,0.0,0.5051792793354982,0.3251574734945103,4
q1_quality_matched,cue_locked,round1::rbf_svm_full_baseline_13_C_0.1_gamma_scale,round1_classifier,0.4827532351628737,0.5,0.0,0.5004040115546755,0.3251574734945103,4
q1_quality_matched,cue_locked,round1::rbf_svm_full_baseline_13_C_10_gamma_0.03,round1_classifier,0.49665049085229807,0.4954999663651648,0.027952584783136458,0.5228385243375366,0.48944064094585205,4
q1_quality_matched,cue_locked,round1::rbf_svm_full_baseline_13_C_10_gamma_0.1,round1_classifier,0.4701458612226685,0.4670782187889098,0.044003930535490655,0.4837719341436555,0.46632711904493607,4
q1_quality_matched,cue_locked,round1::rbf_svm_full_baseline_13_C_10_gamma_scale,round1_classifier,0.48264307228915665,0.47774302066261304,0.03368772189910939,0.4872882499587567,0.47675863046306205,4
q1_quality_matched,cue_locked,round1::rbf_svm_full_baseline_13_C_1_gamma_0.03,round1_classifier,0.4627272980812137,0.4693830957342898,0.048875296642822405,0.47870338310223304,0.4548569793649121,4
q1_quality_matched,cue_locked,round1::rbf_svm_full_baseline_13_C_1_gamma_0.1,round1_classifier,0.4983810240963855,0.4985978770180366,0.012632420086246906,0.5055175637568503,0.48979564417785165,4
q1_quality_matched,cue_locked,round1::rbf_svm_full_baseline_13_C_1_gamma_scale,round1_classifier,0.48287176483712624,0.48456681183053746,0.020649563593201373,0.4975686917774269,0.47285333374031413,4
q1_quality_matched,cue_locked,round1::robust_logistic_drop_redundant_alpha_asym_12_l2_0.1,round1_classifier,0.487611557340473,0.48567729964623974,0.018967193076051124,0.48779746483376657,0.48311092328900773,4
q1_quality_matched,cue_locked,round1::robust_logistic_drop_redundant_alpha_asym_12_l2_1,round1_classifier,0.49653475011155734,0.49353874784200247,0.032210614654627885,0.4817376880245815,0.4902172843580318,4
q1_quality_matched,cue_locked,round1::robust_logistic_drop_redundant_alpha_asym_12_l2_10,round1_classifier,0.4775588464970995,0.4778977429603322,0.0686573170205294,0.47725490259503595,0.47014667867599624,4
q1_quality_matched,cue_locked,round1::robust_logistic_full_baseline_13_l2_0.1,round1_classifier,0.487611557340473,0.48567729964623974,0.018967193076051124,0.4871673330408441,0.48311092328900773,4
q1_quality_matched,cue_locked,round1::robust_logistic_full_baseline_13_l2_1,round1_classifier,0.49653475011155734,0.49353874784200247,0.032210614654627885,0.4806024022060559,0.4902172843580318,4
q1_quality_matched,cue_locked,round1::robust_logistic_full_baseline_13_l2_10,round1_classifier,0.47605421686746985,0.4763651759105238,0.06354074825594558,0.47302483451572974,0.46846412883738514,4
q1_quality_matched,cue_locked,round1::shrinkage_lda_bandpower_only_9,round1_classifier,0.5090319611780455,0.5067952759850877,0.034961264275373334,0.475791096064924,0.5008737251195531,4
q1_quality_matched,cue_locked,round1::shrinkage_lda_drop_redundant_alpha_asym_12,round1_classifier,0.5026690093708166,0.5008375325273442,0.04733059902187027,0.47604160380325616,0.4959130571811027,4
q1_quality_matched,cue_locked,round1::shrinkage_lda_erp_only_3,round1_classifier,0.4737226684515841,0.4883695180934898,0.01462682623760001,0.5097507125470824,0.44965012785190595,4
q1_quality_matched,cue_locked,round1::shrinkage_lda_full_baseline_13,round1_classifier,0.5057940093708166,0.5037445092715302,0.045418671156423125,0.4751601660897141,0.49943478338442404,4
q1_quality_matched,cue_locked,temporal::csp_e1_shrink0.01_l2_0.1,temporal_or_csp,0.4461680053547523,0.45102925601766725,0.04083870402715448,0.4110082061781751,0.43994552814675114,4
q1_quality_matched,cue_locked,temporal::csp_e1_shrink0.01_l2_1,temporal_or_csp,0.444547634984382,0.44905424572268904,0.03127868896908386,0.41227403849619115,0.4385592986663464,4
q1_quality_matched,cue_locked,temporal::csp_e1_shrink0.01_l2_10,temporal_or_csp,0.4152568607764391,0.42678757462731687,0.036600138710035944,0.4112499840468428,0.40155656918118654,4
q1_quality_matched,cue_locked,temporal::csp_e1_shrink0.1_l2_0.1,temporal_or_csp,0.4259133757251227,0.42931171994568046,0.04022152812213204,0.42202111120617974,0.4188938254369451,4
q1_quality_matched,cue_locked,temporal::csp_e1_shrink0.1_l2_1,temporal_or_csp,0.4321633757251227,0.43645457708853763,0.05122576207011247,0.4206191060531233,0.42498439530159865,4
q1_quality_matched,cue_locked,temporal::csp_e1_shrink0.1_l2_10,temporal_or_csp,0.4352855867916109,0.44297127575004236,0.03815464951365975,0.4220567554049863,0.4298865342411601,4
q1_quality_matched,cue_locked,temporal::csp_e2_shrink0.01_l2_0.1,temporal_or_csp,0.4459421017402945,0.45026773792421104,0.04278841816041092,0.44184263697544346,0.4380788139884604,4
q1_quality_matched,cue_locked,temporal::csp_e2_shrink0.01_l2_1,temporal_or_csp,0.43668005354752343,0.441735991892465,0.03507755080488619,0.4401773931499908,0.4271724714623798,4
q1_quality_matched,cue_locked,temporal::csp_e2_shrink0.01_l2_10,temporal_or_csp,0.4428143128067827,0.4515070133435185,0.03097260192490367,0.4389395693316322,0.4257053318273084,4
q1_quality_matched,cue_locked,temporal::csp_e2_shrink0.1_l2_0.1,temporal_or_csp,0.43193468317715306,0.435130042899959,0.03891576766519301,0.4476918454936919,0.41500642376843383,4
q1_quality_matched,cue_locked,temporal::csp_e2_shrink0.1_l2_1,temporal_or_csp,0.43505968317715304,0.4385084212783374,0.034624705823135773,0.4472276088723367,0.41941767845322436,4
q1_quality_matched,cue_locked,temporal::csp_e2_shrink0.1_l2_10,temporal_or_csp,0.4398022646140116,0.44600071801164176,0.02846389301591209,0.4506235263677515,0.4232933917149057,4
q1_quality_matched,cue_locked,temporal::logistic_baseline_13_l2_0.1,temporal_or_csp,0.487611557340473,0.48567729964623974,0.018967193076051124,0.4877549511488526,0.48311092328900773,4
q1_quality_matched,cue_locked,temporal::logistic_baseline_13_l2_10,temporal_or_csp,0.5085801539491299,0.5071494872581872,0.06015245400273253,0.4725425202088217,0.5009692094670428,4
q1_quality_matched,cue_locked,temporal::logistic_baseline_13_l2_100,temporal_or_csp,0.4407393462739848,0.4440871420137757,0.053276292051842415,0.4848834372346411,0.42079112970186183,4
q1_quality_matched,cue_locked,temporal::logistic_erp_100ms_l2_0.1,temporal_or_csp,0.5234995537706381,0.5285698378077649,0.07082315191081985,0.5132658320327262,0.52169820937283,4
q1_quality_matched,cue_locked,temporal::logistic_erp_100ms_l2_1,temporal_or_csp,0.4783606648817492,0.48546162858957465,0.07465724199454411,0.4900396537379932,0.4739776040127703,4
q1_quality_matched,cue_locked,temporal::logistic_erp_100ms_l2_10,temporal_or_csp,0.4259161646586345,0.43582111306811566,0.07620816472851985,0.4482527758682237,0.41474838495728295,4
q1_quality_matched,cue_locked,temporal::logistic_erp_100ms_l2_100,temporal_or_csp,0.44432452030343594,0.46144803174205445,0.06147909737910831,0.4502345894452805,0.3958448892377464,4
q1_quality_matched,cue_locked,temporal::logistic_erp_50ms_l2_0.1,temporal_or_csp,0.48299308344489067,0.48703692071149574,0.0861768971929858,0.47866416640313014,0.4778014497620476,4
q1_quality_matched,cue_locked,temporal::logistic_erp_50ms_l2_1,temporal_or_csp,0.49873382418563145,0.5027647340527521,0.12369160831835233,0.49444643899814356,0.49593758415218486,4
q1_quality_matched,cue_locked,temporal::logistic_erp_50ms_l2_10,temporal_or_csp,0.48020972780008925,0.48655101823432645,0.11729921542539425,0.4790632515893141,0.4773064173771721,4
q1_quality_matched,cue_locked,temporal::logistic_erp_50ms_l2_100,temporal_or_csp,0.47568468317715307,0.4880961684128797,0.07656385103586594,0.48428171334717773,0.4603282022075683,4
q1_quality_matched,cue_locked,temporal::logistic_spatial_100ms_l2_0.1,temporal_or_csp,0.5234995537706381,0.5285698378077649,0.07082315191081985,0.5132658320327262,0.52169820937283,4
q1_quality_matched,cue_locked,temporal::logistic_spatial_100ms_l2_1,temporal_or_csp,0.4783606648817492,0.48546162858957465,0.07465724199454411,0.4900396537379932,0.4739776040127703,4
q1_quality_matched,cue_locked,temporal::logistic_spatial_100ms_l2_10,temporal_or_csp,0.4259161646586345,0.43582111306811566,0.07620816472851985,0.4482527758682237,0.41474838495728295,4
q1_quality_matched,cue_locked,temporal::logistic_spatial_100ms_l2_100,temporal_or_csp,0.44432452030343594,0.46144803174205445,0.06147909737910831,0.4502345894452805,0.3958448892377464,4
q1_quality_matched,cue_locked,temporal::logistic_wave64_l2_0.1,temporal_or_csp,0.4690986166889781,0.47014784945526045,0.06729960179534607,0.47838628678106837,0.4658672084403301,4
q1_quality_matched,cue_locked,temporal::logistic_wave64_l2_1,temporal_or_csp,0.4891273427041499,0.4932447020813246,0.06768983819561485,0.4859203640882597,0.48396031875957096,4
q1_quality_matched,cue_locked,temporal::logistic_wave64_l2_10,temporal_or_csp,0.4891273427041499,0.49421493850782683,0.07046661737014505,0.4815645725862441,0.48489479320862094,4
q1_quality_matched,cue_locked,temporal::logistic_wave64_l2_100,temporal_or_csp,0.4847236166889781,0.49282459203948825,0.08744296616956243,0.47160520016955954,0.47807613713148045,4
q1_quality_matched,target_locked,round1::baseline_logistic_l2_1,round1_classifier,0.5135542168674698,0.5104496858316758,0.03227310342223226,0.5403063844841184,0.5003150847317189,4
q1_quality_matched,target_locked,round1::linear_svm_drop_redundant_alpha_asym_12_C_0.01,round1_classifier,0.5227061021865239,0.521278319622932,0.05345942819801836,0.5319256595966554,0.510783722090987,4
q1_quality_matched,target_locked,round1::linear_svm_drop_redundant_alpha_asym_12_C_0.1,round1_classifier,0.516566265060241,0.5134984663194806,0.037728173845281626,0.5397297532241887,0.5036785776219078,4
q1_quality_matched,target_locked,round1::linear_svm_drop_redundant_alpha_asym_12_C_1,round1_classifier,0.5194653614457831,0.5166730694940839,0.052293209449969735,0.5434654424660683,0.5067111512987885,4
q1_quality_matched,target_locked,round1::linear_svm_drop_redundant_alpha_asym_12_C_10,round1_classifier,0.513328313253012,0.5108465112285012,0.050748502456743484,0.543713288827612,0.500814567429239,4
q1_quality_matched,target_locked,round1::linear_svm_full_baseline_13_C_0.01,round1_classifier,0.525605198572066,0.5228656212102336,0.0664768977094197,0.527891396142027,0.5105825276253362,4
q1_quality_matched,target_locked,round1::linear_svm_full_baseline_13_C_0.1,round1_classifier,0.516566265060241,0.5134984663194806,0.037728173845281626,0.5394670274442215,0.5036785776219078,4
q1_quality_matched,target_locked,round1::linear_svm_full_baseline_13_C_1,round1_classifier,0.5194653614457831,0.5166730694940839,0.052293209449969735,0.5434654424660683,0.5067111512987885,4
q1_quality_matched,target_locked,round1::linear_svm_full_baseline_13_C_10,round1_classifier,0.513328313253012,0.5108465112285012,0.050748502456743484,0.5438584688508409,0.500814567429239,4
q1_quality_matched,target_locked,round1::logistic_bandpower_only_9_l2_0.1,round1_classifier,0.49759315037929497,0.49652985853726167,0.07103255481035131,0.5378091255113181,0.48770457248723564,4
q1_quality_matched,target_locked,round1::logistic_bandpower_only_9_l2_10,round1_classifier,0.5242135207496653,0.5238253508937296,0.06697901536382449,0.5376088389829662,0.5107029319138858,4
q1_quality_matched,target_locked,round1::logistic_bandpower_only_9_l2_100,round1_classifier,0.5227061021865239,0.5239102632875493,0.05251551367797329,0.5406180365098354,0.4986070941922709,4
q1_quality_matched,target_locked,round1::logistic_drop_redundant_alpha_asym_12_l2_0.1,round1_classifier,0.5210829428826417,0.5187534879726872,0.05032880603753194,0.5415319994068992,0.5093194854147398,4
q1_quality_matched,target_locked,round1::logistic_drop_redundant_alpha_asym_12_l2_10,round1_classifier,0.525605198572066,0.5244689038543557,0.06427923678721571,0.5329771309467947,0.5132978563485422,4
q1_quality_matched,target_locked,round1::logistic_drop_redundant_alpha_asym_12_l2_100,round1_classifier,0.5178505689424364,0.5183967310330093,0.07067487086776256,0.5257002922886898,0.49786534838829843,4
q1_quality_matched,target_locked,round1::logistic_erp_only_3_l2_0.1,round1_classifier,0.4902819611780455,0.4921157625356972,0.05597980364928775,0.5239404593520813,0.4850041679120269,4
q1_quality_matched,target_locked,round1::logistic_erp_only_3_l2_10,round1_classifier,0.4720939312806782,0.47561495821128696,0.07144943414691236,0.5154927887660103,0.45824462131384447,4
q1_quality_matched,target_locked,round1::logistic_erp_only_3_l2_100,round1_classifier,0.5135458500669344,0.5262259843102157,0.038691903414145405,0.5170413722401909,0.42532610356165945,4
q1_quality_matched,target_locked,round1::logistic_full_baseline_13_l2_0.1,round1_classifier,0.5210829428826417,0.5187534879726872,0.05032880603753194,0.5410693590662101,0.5093194854147398,4
q1_quality_matched,target_locked,round1::logistic_full_baseline_13_l2_10,round1_classifier,0.5209727800089246,0.5185876110512799,0.05856820336562444,0.5311100938849487,0.5061937625689563,4
q1_quality_matched,target_locked,round1::logistic_full_baseline_13_l2_100,round1_classifier,0.5208598282016956,0.5204504443041322,0.0632241281345674,0.5203276912313234,0.5009104972770365,4
q1_quality_matched,target_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_0.03,round1_classifier,0.48738286479250337,0.505,0.01000000000000002,0.5393507134264464,0.3358380946658749,4
q1_quality_matched,target_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_0.1,round1_classifier,0.4842578647925033,0.5014285714285714,0.014093951035189303,0.53781757244057,0.3343125416529077,4
q1_quality_matched,target_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_scale,round1_classifier,0.4842578647925033,0.5021182266009852,0.015319801049797988,0.5404865600493155,0.3416396657483245,4
q1_quality_matched,target_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_0.03,round1_classifier,0.4949171686746988,0.4937657210549714,0.04197527944200514,0.5134482889518389,0.47948202346250623,4
q1_quality_matched,target_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_0.1,round1_classifier,0.532414379741187,0.5334432249100135,0.00448926987511748,0.5343325421826018,0.5283299285393929,4
q1_quality_matched,target_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_scale,round1_classifier,0.5169023315484159,0.5172445835979291,0.022556836525744958,0.540037885192598,0.5101261405063788,4
q1_quality_matched,target_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_0.03,round1_classifier,0.5054607318161535,0.5025621394245604,0.060300146060698,0.5393106221041559,0.48562769410081424,4
q1_quality_matched,target_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_0.1,round1_classifier,0.5024486836233825,0.504436908282088,0.05103951649185267,0.5234416870927912,0.49211138557197537,4
q1_quality_matched,target_locked,round1::rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_scale,round1_classifier,0.4993236836233824,0.500792889699045,0.052809667638394696,0.5239557609994951,0.4889528204202313,4
q1_quality_matched,target_locked,round1::rbf_svm_full_baseline_13_C_0.1_gamma_0.03,round1_classifier,0.4827532351628737,0.5,0.0,0.5366942404768797,0.3251574734945103,4
q1_quality_matched,target_locked,round1::rbf_svm_full_baseline_13_C_0.1_gamma_0.1,round1_classifier,0.47962823516287373,0.49642857142857144,0.007142857142857145,0.5405690703235053,0.3236319204815431,4
q1_quality_matched,target_locked,round1::rbf_svm_full_baseline_13_C_0.1_gamma_scale,round1_classifier,0.48900323516287375,0.5054515599343186,0.009156850925632037,0.538333002439052,0.34928283075364486,4
q1_quality_matched,target_locked,round1::rbf_svm_full_baseline_13_C_10_gamma_0.03,round1_classifier,0.4929607318161535,0.4917891855290881,0.07437836369232662,0.4979164505491104,0.4845490431312152,4
q1_quality_matched,target_locked,round1::rbf_svm_full_baseline_13_C_10_gamma_0.1,round1_classifier,0.5215319611780456,0.5205081295358938,0.031086248112951645,0.528666362253997,0.5149445049583807,4
q1_quality_matched,target_locked,round1::rbf_svm_full_baseline_13_C_10_gamma_scale,round1_classifier,0.5107652833556449,0.509407192280674,0.023001259219394134,0.5309125167292085,0.5042546185313007,4
q1_quality_matched,target_locked,round1::rbf_svm_full_baseline_13_C_1_gamma_0.03,round1_classifier,0.5053477800089246,0.5018855725327355,0.06810094809710714,0.5390359270720919,0.485388147066926,4
q1_quality_matched,target_locked,round1::rbf_svm_full_baseline_13_C_1_gamma_0.1,round1_classifier,0.49747740963855425,0.49838909189360026,0.0751497943966047,0.5225788941203497,0.48997876783051614,4
q1_quality_matched,target_locked,round1::rbf_svm_full_baseline_13_C_1_gamma_scale,round1_classifier,0.48960982820169563,0.4903069195704203,0.08953566902979411,0.520708067737915,0.48342244353488195,4
q1_quality_matched,target_locked,round1::robust_logistic_drop_redundant_alpha_asym_12_l2_0.1,round1_classifier,0.5210829428826417,0.5187534879726872,0.05032880603753194,0.542220058298647,0.5093194854147398,4
q1_quality_matched,target_locked,round1::robust_logistic_drop_redundant_alpha_asym_12_l2_1,round1_classifier,0.516453313253012,0.5134384810850768,0.04260061921889209,0.5390442576198635,0.5013475217419892,4
q1_quality_matched,target_locked,round1::robust_logistic_drop_redundant_alpha_asym_12_l2_10,round1_classifier,0.5151745872378403,0.51283075002108,0.029785202417845977,0.5295886739909468,0.5001295285294454,4
q1_quality_matched,target_locked,round1::robust_logistic_full_baseline_13_l2_0.1,round1_classifier,0.5210829428826417,0.5187534879726872,0.05032880603753194,0.542220058298647,0.5093194854147398,4
q1_quality_matched,target_locked,round1::robust_logistic_full_baseline_13_l2_1,round1_classifier,0.510316265060241,0.5068908620374577,0.04022211913903642,0.540223653403969,0.4942661260368004,4
q1_quality_matched,target_locked,round1::robust_logistic_full_baseline_13_l2_10,round1_classifier,0.5088116354306114,0.5051652447945991,0.04242328003108709,0.528407948923919,0.4903122937733922,4
q1_quality_matched,target_locked,round1::shrinkage_lda_bandpower_only_9,round1_classifier,0.49943942436412314,0.4973936684212077,0.056894813163131594,0.5394934539696603,0.4881930446198215,4
q1_quality_matched,target_locked,round1::shrinkage_lda_drop_redundant_alpha_asym_12,round1_classifier,0.525605198572066,0.5237318620154988,0.0660589983260153,0.5317531123046799,0.5127728075045742,4
q1_quality_matched,target_locked,round1::shrinkage_lda_erp_only_3,round1_classifier,0.46445225345827756,0.47113937339287937,0.07133335206398098,0.5213244661805109,0.4537143143109929,4
q1_quality_matched,target_locked,round1::shrinkage_lda_full_baseline_13,round1_classifier,0.5302348282016957,0.5271759660378199,0.06153661522906468,0.5287126812021682,0.5149126226397486,4
q1_quality_matched,target_locked,temporal::csp_e1_shrink0.01_l2_0.1,temporal_or_csp,0.5108838130298974,0.5150905142699596,0.031665156797737584,0.5127720887204135,0.5004355714198543,4
q1_quality_matched,target_locked,temporal::csp_e1_shrink0.01_l2_1,temporal_or_csp,0.5140088130298974,0.5186619428413882,0.03588749544092856,0.512597945147772,0.5040423653079781,4
q1_quality_matched,target_locked,temporal::csp_e1_shrink0.01_l2_10,temporal_or_csp,0.5122754908522981,0.5241325047164916,0.028003150199403515,0.5120823040347949,0.5006632206383222,4
q1_quality_matched,target_locked,temporal::csp_e1_shrink0.1_l2_0.1,temporal_or_csp,0.5033550870147255,0.5074691250295139,0.04525463913697989,0.5271353635851846,0.4923754385680131,4
q1_quality_matched,target_locked,temporal::csp_e1_shrink0.1_l2_1,temporal_or_csp,0.501737505577867,0.5062389662993552,0.05377671636102122,0.5261755506222227,0.4918656828245144,4
q1_quality_matched,target_locked,temporal::csp_e1_shrink0.1_l2_10,temporal_or_csp,0.5031291834002678,0.5140221065824955,0.048870091962988985,0.5241273367536399,0.49411079845744094,4
q1_quality_matched,target_locked,temporal::csp_e2_shrink0.01_l2_0.1,temporal_or_csp,0.511225457385096,0.5128229304148584,0.06187950158841124,0.5283736968557122,0.4882557513249779,4
q1_quality_matched,target_locked,temporal::csp_e2_shrink0.01_l2_1,temporal_or_csp,0.5159680388219545,0.5183455784984821,0.0607801747773276,0.5258862009633618,0.4922004702999736,4
q1_quality_matched,target_locked,temporal::csp_e2_shrink0.01_l2_10,temporal_or_csp,0.5094921352074966,0.514790130983874,0.04564339642575594,0.5237015107616747,0.49011912525235657,4
q1_quality_matched,target_locked,temporal::csp_e2_shrink0.1_l2_0.1,temporal_or_csp,0.5094921352074966,0.5116870778134885,0.05056284262802918,0.5282425798604139,0.48825635573802095,4
q1_quality_matched,target_locked,temporal::csp_e2_shrink0.1_l2_1,temporal_or_csp,0.501737505577867,0.504671545219739,0.057135962965225315,0.5264633451157206,0.48242905193686797,4
q1_quality_matched,target_locked,temporal::csp_e2_shrink0.1_l2_10,temporal_or_csp,0.49722082775546633,0.5022214909152339,0.06713776402678907,0.5213803641552189,0.47797562923652914,4
q1_quality_matched,target_locked,temporal::logistic_baseline_13_l2_0.1,temporal_or_csp,0.5210829428826417,0.5187534879726872,0.05032880603753194,0.5410693590662101,0.5093194854147398,4
q1_quality_matched,target_locked,temporal::logistic_baseline_13_l2_10,temporal_or_csp,0.5209727800089246,0.5185876110512799,0.05856820336562444,0.5311100938849487,0.5061937625689563,4
q1_quality_matched,target_locked,temporal::logistic_baseline_13_l2_100,temporal_or_csp,0.5208598282016956,0.5204504443041322,0.0632241281345674,0.5203276912313234,0.5009104972770365,4
q1_quality_matched,target_locked,temporal::logistic_erp_100ms_l2_0.1,temporal_or_csp,0.520710620258813,0.519516503670082,0.058036803074636455,0.5593883846516506,0.5132388526745888,4
q1_quality_matched,target_locked,temporal::logistic_erp_100ms_l2_1,temporal_or_csp,0.5143448795180723,0.5149364630956549,0.04731247252610366,0.5385352435385686,0.5084272364178775,4
q1_quality_matched,target_locked,temporal::logistic_erp_100ms_l2_10,temporal_or_csp,0.5124930276662204,0.5165271868396929,0.0609148002235573,0.5357083255896016,0.5110458414134884,4
