dataset,scenario,clip_policy,sqi,channel,window,n_left,n_right,left_right_difference_rms,left_right_difference_mean,max_abs_difference,max_abs_difference_time_ms,bootstrap_pointwise_ci_excludes_zero_pct,imputed_sample_fraction,bootstrap_repeats,interpretation
VisualCogB_Task-1,剔除削顶_执行SQI,exclude,on,Fz,cue_offset_200_800ms,41,42,6.459474287099407,3.654662470421359,17.92712863482618,796.875,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,剔除削顶_执行SQI,exclude,on,F4,cue_offset_200_800ms,41,42,25.460198031301715,-24.840085201821616,35.88298300058811,539.0625,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,剔除削顶_执行SQI,exclude,on,F3,cue_full_0_800ms,41,42,9.241679805013524,-5.646964708411227,18.211792863518763,742.1875,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,剔除削顶_执行SQI,exclude,on,Fz,cue_full_0_800ms,41,42,5.773147464701302,3.3601330439896535,17.92712863482618,796.875,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,剔除削顶_执行SQI,exclude,on,F4,cue_full_0_800ms,41,42,22.664831746993105,-21.109194576642384,35.88298300058811,539.0625,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,剔除削顶_执行SQI,exclude,on,F3,target_candidate_250_500ms,41,42,2.551971501804208,1.1918593309896859,6.350620271465467,2500.0,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,剔除削顶_执行SQI,exclude,on,Fz,target_candidate_250_500ms,41,42,7.088971473124935,6.814262648764885,10.189087926172332,2500.0,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,剔除削顶_执行SQI,exclude,on,F4,target_candidate_250_500ms,41,42,7.627475702356714,-7.403327266556142,10.42957428736925,2632.8125,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,F3,cue_onset_0_200ms,48,52,11.664258825158553,11.432661565096131,15.764294083805048,195.3125,0.0,0.02173076923076923,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,Fz,cue_onset_0_200ms,48,52,7.401171885192519,7.097937882418581,10.39982333123246,195.3125,0.0,0.035576923076923075,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,F4,cue_onset_0_200ms,48,52,2.2164299438463333,0.01308448043825922,4.579737166573846,171.875,0.0,0.003269230769230769,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,F3,cue_offset_200_800ms,48,52,8.705095097011618,3.4159413529562657,15.760579711352147,203.125,0.0,0.011111111111111112,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,Fz,cue_offset_200_800ms,48,52,9.617855088779855,8.537885650036987,20.39419438283011,796.875,0.0,0.01869281045751634,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,F4,cue_offset_200_800ms,48,52,25.757921907273758,-23.30460419495761,37.95181466482467,703.125,0.0,0.008823529411764706,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,F3,cue_full_0_800ms,48,52,9.539079911435115,5.439579464758563,15.764294083805048,195.3125,0.0,0.013804878048780488,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,Fz,cue_full_0_800ms,48,52,9.109342525433135,8.174403689278941,20.39419438283011,796.875,0.0,0.02297560975609756,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,F4,cue_full_0_800ms,48,52,22.298713067408407,-17.418585694372243,37.95181466482467,703.125,0.0,0.007414634146341463,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,F3,target_candidate_250_500ms,48,52,4.678148810029601,4.36388968967419,8.183592234510794,2500.0,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,Fz,target_candidate_250_500ms,48,52,13.016376892446646,12.876889880282674,16.091589490188024,2500.0,0.0,0.00203125,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_不做SQI,impute,off,F4,target_candidate_250_500ms,48,52,9.388776418157274,-9.188613542379638,13.108752711827151,2656.25,0.0,0.00578125,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,F3,cue_onset_0_200ms,43,48,2.5862943232645637,2.4541555832134736,4.087207918834423,195.3125,0.0,0.023879966187658495,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,Fz,cue_onset_0_200ms,43,48,3.778939322877774,3.418942839397004,6.2176355255709925,140.625,0.0,0.039095519864750634,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,F4,cue_onset_0_200ms,43,48,10.187184047718597,-9.388254860556778,16.436665841441346,179.6875,0.0,0.003592561284868977,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,F3,cue_offset_200_800ms,43,48,8.65219120260077,-5.764354040666142,17.231411002617975,710.9375,0.0,0.01221001221001221,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,Fz,cue_offset_200_800ms,43,48,5.289780658354793,2.4634736631521403,14.581785800997658,796.875,0.0,0.019895137542196364,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,F4,cue_offset_200_800ms,43,48,29.81284082213659,-28.937477605609086,41.67665486021946,539.0625,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,F3,cue_full_0_800ms,43,48,7.592896301443076,-3.689778795803327,17.231411002617975,710.9375,0.0,0.015170195658000537,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,Fz,cue_full_0_800ms,43,48,4.952087877213704,2.704660057155698,14.581785800997658,796.875,0.0,0.02476547842401501,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,F4,cue_full_0_800ms,43,48,26.280094812710505,-24.002722349576466,41.67665486021946,539.0625,0.0,0.0009112838381131064,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,F3,target_candidate_250_500ms,43,48,2.7107346041853035,2.117261190474518,6.093033784751746,2500.0,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,Fz,target_candidate_250_500ms,43,48,2.510600244280308,1.8632306313537934,4.843876938400062,2500.0,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-1,插补削顶_执行SQI,impute,on,F4,target_candidate_250_500ms,43,48,8.947947187409973,-8.7964946291371,11.863784151547634,2664.0625,0.0,0.006353021978021978,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,F3,cue_onset_0_200ms,39,44,21.230338351388564,20.29454282479134,33.35852513184349,195.3125,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,Fz,cue_onset_0_200ms,39,44,4.818754896606347,4.56266577265469,7.757693327888589,23.4375,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,F4,cue_onset_0_200ms,39,44,15.55803224800552,14.915802857969437,24.432190256092078,195.3125,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,F3,cue_offset_200_800ms,39,44,85.31267995864928,80.49676808847663,127.94822039671757,789.0625,0.6103896103896104,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,Fz,cue_offset_200_800ms,39,44,31.192088892609917,27.89271121017939,55.56666515153827,742.1875,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,F4,cue_offset_200_800ms,39,44,79.76928786752549,74.13305654783308,124.5569556540887,750.0,0.42857142857142855,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,F3,cue_full_0_800ms,39,44,74.53053181511694,65.30008986657549,127.94822039671757,789.0625,0.4563106796116505,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,Fz,cue_full_0_800ms,39,44,27.077846047673923,22.00357352692072,55.56666515153827,742.1875,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,F4,cue_full_0_800ms,39,44,69.41189055155128,59.185011927090805,124.5569556540887,750.0,0.32038834951456313,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,F3,target_candidate_250_500ms,39,44,45.85450555564639,45.758001692050726,51.71288705472977,2617.1875,0.375,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,Fz,target_candidate_250_500ms,39,44,19.75906502686937,19.6280867774892,24.51750952875457,2617.1875,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_不做SQI,exclude,off,F4,target_candidate_250_500ms,39,44,58.057725813714356,57.92429824377201,63.8967184439681,2617.1875,1.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,F3,cue_onset_0_200ms,37,43,12.531458085306934,11.967349231109697,21.122395889023036,195.3125,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,Fz,cue_onset_0_200ms,37,43,2.297754957340062,0.5574881358954181,5.645485687005688,23.4375,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,F4,cue_onset_0_200ms,37,43,9.216461579639285,8.924142902678538,14.823690730279429,195.3125,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,F3,cue_offset_200_800ms,37,43,69.91278792900134,64.23451170472887,110.3149809799423,734.375,0.24675324675324675,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,Fz,cue_offset_200_800ms,37,43,23.413202723424245,19.024614691123386,46.34916065891079,734.375,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,F4,cue_offset_200_800ms,37,43,67.48225380302713,61.1171479899689,109.65291539750774,742.1875,0.2077922077922078,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,F3,cue_full_0_800ms,37,43,60.775203571065894,51.04085904148519,110.3149809799423,734.375,0.18446601941747573,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,Fz,cue_full_0_800ms,37,43,20.27648271429312,14.363009929609527,46.34916065891079,734.375,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,F4,cue_full_0_800ms,37,43,58.53016190307007,47.942214666963565,109.65291539750774,742.1875,0.1553398058252427,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,F3,target_candidate_250_500ms,37,43,35.663571801431694,35.53830309761926,41.573326855650166,2617.1875,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,Fz,target_candidate_250_500ms,37,43,14.169087269732271,13.984922554252496,19.1036452182006,2617.1875,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,剔除削顶_执行SQI,exclude,on,F4,target_candidate_250_500ms,37,43,50.69660135551641,50.54830621101695,56.64057565443678,2617.1875,0.6875,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,F3,cue_onset_0_200ms,50,50,10.27648784243606,-9.004655527908282,15.825473785386007,156.25,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,Fz,cue_onset_0_200ms,50,50,6.7836892972645755,-5.464379136209065,10.892050039911503,164.0625,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,F4,cue_onset_0_200ms,50,50,6.228887244973122,-5.376892017406721,9.115283267942496,156.25,0.0,0.02980769230769231,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,F3,cue_offset_200_800ms,50,50,18.037974592412393,-16.10141901190913,28.498999417456517,609.375,0.0,0.006666666666666667,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,Fz,cue_offset_200_800ms,50,50,14.633301637012446,-13.31801929608712,26.849008697323654,601.5625,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,F4,cue_offset_200_800ms,50,50,7.7516793069299705,3.1665974773042027,18.905415240199716,742.1875,0.0,0.03019607843137255,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,F3,cue_full_0_800ms,50,50,16.428467440385713,-14.310002986821535,28.498999417456517,609.375,0.0,0.004975609756097561,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,Fz,cue_full_0_800ms,50,50,13.10330879658097,-11.335547022719842,26.849008697323654,601.5625,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,F4,cue_full_0_800ms,50,50,7.396923995982868,1.0099884786393099,18.905415240199716,742.1875,0.0,0.030097560975609755,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,F3,target_candidate_250_500ms,50,50,12.235960880620832,-12.089631126419395,15.785642749598473,2664.0625,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,Fz,target_candidate_250_500ms,50,50,12.417149002042862,-12.242092680996869,15.559410298596493,2453.125,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_不做SQI,impute,off,F4,target_candidate_250_500ms,50,50,3.984955874262517,2.9110355697032966,7.938704506617957,2617.1875,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,F3,cue_onset_0_200ms,48,48,2.0040682685237976,0.5937215582386647,4.985135632572556,15.625,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,Fz,cue_onset_0_200ms,48,48,3.245318483810522,-1.3092583086691303,5.175792805380258,23.4375,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,F4,cue_onset_0_200ms,48,48,2.143718997985743,0.7690476546443304,4.970153167052025,23.4375,0.0,0.008413461538461538,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,F3,cue_offset_200_800ms,48,48,17.81768657496753,11.709790782256391,40.704498838112634,734.375,0.0,0.00034041394335511985,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,Fz,cue_offset_200_800ms,48,48,7.76554453813059,-1.563586545594539,15.192560470398277,734.375,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,F4,cue_offset_200_800ms,48,48,20.49756663338712,16.045427165275598,44.80871277805652,742.1875,0.0,0.016203703703703703,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,F3,cue_full_0_800ms,48,48,15.438449685830713,8.903792725708229,40.704498838112634,734.375,0.0,0.00025406504065040653,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,Fz,cue_full_0_800ms,48,48,6.909412396559034,-1.4993871848172513,15.192560470398277,734.375,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,F4,cue_full_0_800ms,48,48,17.755363507238886,12.18925369657256,44.80871277805652,742.1875,0.0,0.014227642276422764,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,F3,target_candidate_250_500ms,48,48,3.4209004411563986,2.6753156217536165,7.8501684455022644,2617.1875,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,Fz,target_candidate_250_500ms,48,48,3.6892291165777453,-2.9043735247496505,6.835860867727929,2453.125,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
VisualCogB_Task-2,插补削顶_执行SQI,impute,on,F4,target_candidate_250_500ms,48,48,14.332392541842818,14.001741802371274,19.47804999485598,2617.1875,0.0,0.0,1000,descriptive_pointwise_CI_not_familywise_test
