record_type,dataset,stage,condition,n_trials,total_trials,unclassified_trials,event_channel_label,event_trials_without_marker,trials_with_multiple_post_target_events,first_event_median_time_ms,condition_mapping,event_timing_note,compare_window_ms,late_window_ms,max_lag_search_ms,effective_max_lag_ms,real_sample_interval_ms,mean_zero_lag_r,mean_best_lag_r,late_topography_cosine,sim_late_f4_minus_f3_common_scale,real_late_f4_minus_f3_common_scale,f3_zero_lag_r,f3_best_lag_r,f3_best_lag_real_delay_ms,f3_best_lag_at_search_limit,f3_sim_late_positive_peak,f3_real_late_positive_peak,f3_sim_peak_time_ms,f3_real_peak_time_ms,f3_sim_peak_at_window_boundary,f3_peak_time_difference_ms,f3_real_peak_at_window_boundary,f3_sim_late_mean_common_scale,f3_real_late_mean_common_scale,fz_zero_lag_r,fz_best_lag_r,fz_best_lag_real_delay_ms,fz_best_lag_at_search_limit,fz_sim_late_positive_peak,fz_real_late_positive_peak,fz_sim_peak_time_ms,fz_real_peak_time_ms,fz_sim_peak_at_window_boundary,fz_peak_time_difference_ms,fz_real_peak_at_window_boundary,fz_sim_late_mean_common_scale,fz_real_late_mean_common_scale,f4_zero_lag_r,f4_best_lag_r,f4_best_lag_real_delay_ms,f4_best_lag_at_search_limit,f4_sim_late_positive_peak,f4_real_late_positive_peak,f4_sim_peak_time_ms,f4_real_peak_time_ms,f4_sim_peak_at_window_boundary,f4_peak_time_difference_ms,f4_real_peak_at_window_boundary,f4_sim_late_mean_common_scale,f4_real_late_mean_common_scale
condition,VisualCogB_Task-2,Stage2,inward,40,80,0,TgtAct:L-2/R+2,0,0,18.749999999999822,"within this MAT only: cue_type x first post-target event sign; negative=inward, positive=outward",target onset at 0 ms relative time,0-500,250-500,100,93.75,7.8125,0.24757864647908104,0.38383932377973834,0.7944503388642027,5.412672532401075e-09,0.7023486592343573,-0.8051437825421461,-0.5966560299339815,93.75,True,0.25809502601623535,1.8069900699170922,424.99999999999983,448.43749999999983,False,23.4375,False,0.9561317588826935,-0.01723274582972363,0.7385731234822472,0.8713528833823064,93.75,True,0.25809502601623535,18.007781402071135,424.99999999999983,464.06249999999983,False,39.0625,False,0.9561317215578057,0.4971482844578669,0.809306598497142,0.8768211178908899,93.75,True,0.25809502601623535,23.151262701150575,424.99999999999983,464.06249999999983,False,39.0625,False,0.9561317642953661,0.6851159134046336
condition,VisualCogB_Task-2,Stage2,outward,40,80,0,TgtAct:L-2/R+2,0,0,18.749999999999822,"within this MAT only: cue_type x first post-target event sign; negative=inward, positive=outward",target onset at 0 ms relative time,0-500,250-500,100,93.75,7.8125,0.7062154054439443,0.8535966066790444,0.9902457991213532,-1.9848865884242173e-09,-0.07074983766014942,0.8344778474746596,0.9345052851537248,93.75,True,0.24926619790494442,28.87003407590143,440.62499999999983,464.06249999999983,False,23.4375,False,0.9369022193140484,0.6515090315039496,0.6639439067315729,0.8287576493016203,93.75,True,0.24926619231700897,22.28871008263068,440.62499999999983,464.06249999999983,False,23.4375,False,0.9369021713264977,0.45937674755884195,0.6202244621256005,0.7975268855817879,93.75,True,0.24926619790494442,27.232326733092066,440.62499999999983,495.31249999999983,False,54.6875,True,0.9369022173291618,0.5807591938438001
condition_difference,VisualCogB_Task-2,Stage2,inward-outward,,80,0,TgtAct:L-2/R+2,,,,"within this MAT only: cue_type x first post-target event sign; negative=inward, positive=outward",target onset at 0 ms relative time,0-500,250-500,100,93.75,7.8125,0.145975023074444,0.6857805048363614,-0.6538005776872903,6.28196845653406e-08,0.5876075158220628,-0.0031773309075244,0.42445204756208393,-93.75,True,0.026789959520101575,-8.181259571732252,253.12499999999983,253.12499999999983,True,0.0,True,0.4394905412497638,-0.6166700157404332,0.05256800099611985,0.744255505509193,54.6875,False,0.02678997255861762,2.6512746681004984,253.12499999999983,268.74999999999983,True,15.625,False,0.4394906185662986,-0.05626720488607915,0.38853439913473653,0.8886339614378076,46.875,False,0.026789959520101575,3.167269079249147,253.12499999999983,268.74999999999983,True,15.625,False,0.43949060406944834,-0.029062499918370354
