sample,stage,candidate,model,feature_set,scaler,parameter,gamma,mean_accuracy,mean_balanced_accuracy,sd_balanced_accuracy,mean_auc,mean_macro_f1,valid_record_folds
raw_qc_pass,cue_locked,rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_0.03,rbf_svm,drop_redundant_alpha_asym_12,standard,0.1,0.03,0.5166278527540048,0.5,0.0,0.5206712563712256,0.34025726172308907,4
raw_qc_pass,cue_locked,rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_0.1,rbf_svm,drop_redundant_alpha_asym_12,standard,0.1,0.1,0.5192320194206715,0.5029761904761905,0.005952380952380931,0.5379296721996383,0.3466752420570987,4
raw_qc_pass,cue_locked,rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_scale,rbf_svm,drop_redundant_alpha_asym_12,standard,0.1,scale,0.5192320194206715,0.5029761904761905,0.005952380952380931,0.5329674996746381,0.3466752420570987,4
raw_qc_pass,cue_locked,rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_0.03,rbf_svm,drop_redundant_alpha_asym_12,standard,10.0,0.03,0.5163312623436471,0.5181911133287174,0.024660986764498752,0.5338970321914355,0.5125342315701645,4
raw_qc_pass,cue_locked,rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_0.1,rbf_svm,drop_redundant_alpha_asym_12,standard,10.0,0.1,0.5192809139784946,0.517298223241794,0.02474392799187432,0.5116864878563152,0.5160948780052175,4
raw_qc_pass,cue_locked,rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_scale,rbf_svm,drop_redundant_alpha_asym_12,standard,10.0,scale,0.527310319289006,0.5276642619380825,0.020615525357331917,0.515890158553202,0.5245375127949552,4
raw_qc_pass,cue_locked,rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_0.03,rbf_svm,drop_redundant_alpha_asym_12,standard,1.0,0.03,0.4901151387974545,0.49472774929527935,0.046041342025017355,0.5283150131380936,0.4694111605521052,4
raw_qc_pass,cue_locked,rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_0.1,rbf_svm,drop_redundant_alpha_asym_12,standard,1.0,0.1,0.514187445139346,0.5156410308179503,0.009790539136916774,0.5393659472059101,0.5070847202159173,4
raw_qc_pass,cue_locked,rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_scale,rbf_svm,drop_redundant_alpha_asym_12,standard,1.0,scale,0.5163621214614879,0.5204581827789506,0.021665392734342745,0.5453560177388422,0.5098488632243057,4
raw_qc_pass,cue_locked,rbf_svm_full_baseline_13_C_0.1_gamma_0.03,rbf_svm,full_baseline_13,standard,0.1,0.03,0.5166278527540048,0.5,0.0,0.5107898680304632,0.34025726172308907,4
raw_qc_pass,cue_locked,rbf_svm_full_baseline_13_C_0.1_gamma_0.1,rbf_svm,full_baseline_13,standard,0.1,0.1,0.5090236860873382,0.49411950770646423,0.007985584304981188,0.5311217926755238,0.34658585376596684,4
raw_qc_pass,cue_locked,rbf_svm_full_baseline_13_C_0.1_gamma_scale,rbf_svm,full_baseline_13,standard,0.1,scale,0.5140236860873382,0.49874913733609383,0.0036549615688352324,0.5267452205376196,0.34896523973087906,4
raw_qc_pass,cue_locked,rbf_svm_full_baseline_13_C_10_gamma_0.03,rbf_svm,full_baseline_13,standard,10.0,0.03,0.5062069343866579,0.5086699840400118,0.0175954886524503,0.5262151191364112,0.5012453190592308,4
raw_qc_pass,cue_locked,rbf_svm_full_baseline_13_C_10_gamma_0.1,rbf_svm,full_baseline_13,standard,10.0,0.1,0.49617394941847703,0.49517642394608163,0.021040302332335666,0.5034474122028084,0.4938469103848366,4
raw_qc_pass,cue_locked,rbf_svm_full_baseline_13_C_10_gamma_scale,rbf_svm,full_baseline_13,standard,10.0,scale,0.5034708278472679,0.5048278705482683,0.04463338878104894,0.5123194257290773,0.5019693047545791,4
raw_qc_pass,cue_locked,rbf_svm_full_baseline_13_C_1_gamma_0.03,rbf_svm,full_baseline_13,standard,1.0,0.03,0.48526820002194426,0.4900859538926144,0.031338094349009,0.5187503780723793,0.47235070395594214,4
raw_qc_pass,cue_locked,rbf_svm_full_baseline_13_C_1_gamma_0.1,rbf_svm,full_baseline_13,standard,1.0,0.1,0.524342632214176,0.5269162433824783,0.014473341399934727,0.5281307381503959,0.517470703911044,4
raw_qc_pass,cue_locked,rbf_svm_full_baseline_13_C_1_gamma_scale,rbf_svm,full_baseline_13,standard,1.0,scale,0.5217054805793285,0.5249180445757688,0.016388463343679115,0.5370014809769666,0.5147016699601273,4
raw_qc_pass,cue_locked,robust_logistic_drop_redundant_alpha_asym_12_l2_0.1,logistic,drop_redundant_alpha_asym_12,robust,0.1,,0.4777278774412991,0.47046385621778775,0.02492880996935054,0.48484708650835695,0.46047344589600075,4
raw_qc_pass,cue_locked,robust_logistic_drop_redundant_alpha_asym_12_l2_1,logistic,drop_redundant_alpha_asym_12,robust,1.0,,0.4700216699583059,0.4631403667597007,0.027600816625389605,0.4846502966973981,0.4506517413959441,4
raw_qc_pass,cue_locked,robust_logistic_drop_redundant_alpha_asym_12_l2_10,logistic,drop_redundant_alpha_asym_12,robust,10.0,,0.4675216699583059,0.45998918446305126,0.02338245810857611,0.48462746332195916,0.44654206692813536,4
raw_qc_pass,cue_locked,robust_logistic_full_baseline_13_l2_0.1,logistic,full_baseline_13,robust,0.1,,0.4777278774412991,0.47046385621778775,0.02492880996935054,0.4849573157852529,0.46047344589600075,4
raw_qc_pass,cue_locked,robust_logistic_full_baseline_13_l2_1,logistic,full_baseline_13,robust,1.0,,0.4674175032916392,0.4608255519448859,0.031826990424399,0.48453466302487264,0.4488432944531688,4
raw_qc_pass,cue_locked,robust_logistic_full_baseline_13_l2_10,logistic,full_baseline_13,robust,10.0,,0.4676588215931534,0.4609062884386659,0.02275223378793226,0.4829599484240249,0.4494577111417751,4
raw_qc_pass,cue_locked,shrinkage_lda_bandpower_only_9,lda,bandpower_only_9,standard,,,0.47037785275400484,0.46210087557798013,0.03966335854767225,0.46781545920075057,0.45284345635154893,4
raw_qc_pass,cue_locked,shrinkage_lda_drop_redundant_alpha_asym_12,lda,drop_redundant_alpha_asym_12,standard,,,0.4648622311827957,0.4564483326913947,0.043522305961173194,0.47405282201381493,0.44591080274142564,4
raw_qc_pass,cue_locked,shrinkage_lda_erp_only_3,lda,erp_only_3,standard,,,0.5135792462146149,0.5084095611963327,0.04022327901416607,0.5019450568903236,0.43915994077820847,4
raw_qc_pass,cue_locked,shrinkage_lda_full_baseline_13,lda,full_baseline_13,standard,,,0.4752587365591398,0.46717412059109564,0.035271792165677544,0.47568455338074517,0.4565853625307283,4
raw_qc_pass,target_locked,baseline_logistic_l2_1,logistic,full_baseline_13,standard,1.0,,0.528061224489796,0.5224995399195834,0.06137116125387393,0.5256555984691247,0.5091665572949008,4
raw_qc_pass,target_locked,linear_svm_drop_redundant_alpha_asym_12_C_0.01,linear_svm,drop_redundant_alpha_asym_12,standard,0.01,,0.5230102040816327,0.517502071730686,0.05868302354749011,0.5243353361901162,0.5060802987673021,4
raw_qc_pass,target_locked,linear_svm_drop_redundant_alpha_asym_12_C_0.1,linear_svm,drop_redundant_alpha_asym_12,standard,0.1,,0.5305612244897959,0.5249995399195835,0.06089408154753991,0.5256787407912493,0.5142146543836137,4
raw_qc_pass,target_locked,linear_svm_drop_redundant_alpha_asym_12_C_1,linear_svm,drop_redundant_alpha_asym_12,standard,1.0,,0.5255102040816326,0.5206828089988853,0.055981077766730516,0.5264593402409118,0.5079160263570421,4
raw_qc_pass,target_locked,linear_svm_drop_redundant_alpha_asym_12_C_10,linear_svm,drop_redundant_alpha_asym_12,standard,10.0,,0.5255102040816326,0.5206828089988853,0.055981077766730516,0.5262420291265427,0.5079160263570421,4
raw_qc_pass,target_locked,linear_svm_full_baseline_13_C_0.01,linear_svm,full_baseline_13,standard,0.01,,0.5154081632653061,0.5096207057036,0.05842408153719172,0.5232015589161975,0.4975279673128603,4
raw_qc_pass,target_locked,linear_svm_full_baseline_13_C_0.1,linear_svm,full_baseline_13,standard,0.1,,0.5280102040816327,0.5220925631753974,0.06405351382353795,0.5256549543467415,0.5108121881048434,4
raw_qc_pass,target_locked,linear_svm_full_baseline_13_C_1,linear_svm,full_baseline_13,standard,1.0,,0.5255102040816326,0.5206828089988853,0.055981077766730516,0.5263536319956686,0.5079160263570421,4
raw_qc_pass,target_locked,linear_svm_full_baseline_13_C_10,linear_svm,full_baseline_13,standard,10.0,,0.5255102040816326,0.5206828089988853,0.055981077766730516,0.5262420291265427,0.5079160263570421,4
raw_qc_pass,target_locked,logistic_bandpower_only_9_l2_0.1,logistic,bandpower_only_9,standard,0.1,,0.5153571428571428,0.5099478860901094,0.051221904418809555,0.531317819849054,0.49685917957129955,4
raw_qc_pass,target_locked,logistic_bandpower_only_9_l2_10,logistic,bandpower_only_9,standard,10.0,,0.5254081632653061,0.5200843816521972,0.05849596656447234,0.5337120318160601,0.5086817423395292,4
raw_qc_pass,target_locked,logistic_bandpower_only_9_l2_100,logistic,bandpower_only_9,standard,100.0,,0.5027040816326531,0.49889104444196375,0.02481167987974727,0.5423846230947642,0.4671349790105421,4
raw_qc_pass,target_locked,logistic_drop_redundant_alpha_asym_12_l2_0.1,logistic,drop_redundant_alpha_asym_12,standard,0.1,,0.5255102040816326,0.5206828089988853,0.055981077766730516,0.5257455590796111,0.5079160263570421,4
raw_qc_pass,target_locked,logistic_drop_redundant_alpha_asym_12_l2_10,logistic,drop_redundant_alpha_asym_12,standard,10.0,,0.5204591836734693,0.5146485148489961,0.054295787044854195,0.5237008369238907,0.5033833261169486,4
raw_qc_pass,target_locked,logistic_drop_redundant_alpha_asym_12_l2_100,logistic,drop_redundant_alpha_asym_12,standard,100.0,,0.5026020408163265,0.4980624792912682,0.03087945675631578,0.5347187526689958,0.4680418753960519,4
raw_qc_pass,target_locked,logistic_erp_only_3_l2_0.1,logistic,erp_only_3,standard,0.1,,0.5253571428571429,0.5109937738808856,0.01951305102280314,0.48836154797371656,0.39127476401473205,4
raw_qc_pass,target_locked,logistic_erp_only_3_l2_10,logistic,erp_only_3,standard,10.0,,0.5227551020408163,0.5073163820878988,0.009630885807125466,0.49013848872022914,0.380905574190298,4
raw_qc_pass,target_locked,logistic_erp_only_3_l2_100,logistic,erp_only_3,standard,100.0,,0.5176530612244898,0.5015327695560253,0.003065539112050699,0.4852637164760669,0.36453015375429165,4
raw_qc_pass,target_locked,logistic_full_baseline_13_l2_0.1,logistic,full_baseline_13,standard,0.1,,0.5255102040816326,0.5206828089988853,0.055981077766730516,0.5255341425891249,0.5079160263570421,4
raw_qc_pass,target_locked,logistic_full_baseline_13_l2_10,logistic,full_baseline_13,standard,10.0,,0.5230612244897959,0.5174054466942506,0.07436023263552317,0.5216434595841037,0.5035631154363427,4
raw_qc_pass,target_locked,logistic_full_baseline_13_l2_100,logistic,full_baseline_13,standard,100.0,,0.5204081632653061,0.5158238481094085,0.03267467831035704,0.5325051214258859,0.4894130491359163,4
raw_qc_pass,target_locked,rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_0.03,rbf_svm,drop_redundant_alpha_asym_12,standard,0.1,0.03,0.5252040816326531,0.5058373590982287,0.011674718196457361,0.538972602007629,0.357570430471039,4
raw_qc_pass,target_locked,rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_0.1,rbf_svm,drop_redundant_alpha_asym_12,standard,0.1,0.1,0.522704081632653,0.5035225442834138,0.007045088566827626,0.5332082034096958,0.3561913016382978,4
raw_qc_pass,target_locked,rbf_svm_drop_redundant_alpha_asym_12_C_0.1_gamma_scale,rbf_svm,drop_redundant_alpha_asym_12,standard,0.1,scale,0.527704081632653,0.5089573268921095,0.01791465378421896,0.5342096184867164,0.36625737694774285,4
raw_qc_pass,target_locked,rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_0.03,rbf_svm,drop_redundant_alpha_asym_12,standard,10.0,0.03,0.4900510204081633,0.4858663383483558,0.03464952731446984,0.5305584846679509,0.47213539923515346,4
raw_qc_pass,target_locked,rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_0.1,rbf_svm,drop_redundant_alpha_asym_12,standard,10.0,0.1,0.48964285714285716,0.49031003926722605,0.04398829681551744,0.5039991141244307,0.4852259309045025,4
raw_qc_pass,target_locked,rbf_svm_drop_redundant_alpha_asym_12_C_10_gamma_scale,rbf_svm,drop_redundant_alpha_asym_12,standard,10.0,scale,0.4897959183673469,0.4896124917912327,0.03289593145690039,0.5126294555986276,0.4851343570086201,4
raw_qc_pass,target_locked,rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_0.03,rbf_svm,drop_redundant_alpha_asym_12,standard,1.0,0.03,0.5155102040816326,0.5088735851086477,0.056249078663860204,0.5315887339748029,0.48934244901648416,4
raw_qc_pass,target_locked,rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_0.1,rbf_svm,drop_redundant_alpha_asym_12,standard,1.0,0.1,0.5025,0.5008370488733677,0.0511096787048811,0.5188416787338311,0.48801360691576035,4
raw_qc_pass,target_locked,rbf_svm_drop_redundant_alpha_asym_12_C_1_gamma_scale,rbf_svm,drop_redundant_alpha_asym_12,standard,1.0,scale,0.4975,0.49502454628247927,0.040945367228196895,0.5229953191967434,0.479418976033757,4
raw_qc_pass,target_locked,rbf_svm_full_baseline_13_C_0.1_gamma_0.03,rbf_svm,full_baseline_13,standard,0.1,0.03,0.5202040816326531,0.500805152979066,0.0016103059581320522,0.5369493627860132,0.3509037638043723,4
raw_qc_pass,target_locked,rbf_svm_full_baseline_13_C_0.1_gamma_0.1,rbf_svm,full_baseline_13,standard,0.1,0.1,0.522704081632653,0.5027173913043479,0.005434782608695682,0.5281970940046457,0.3477915401915229,4
raw_qc_pass,target_locked,rbf_svm_full_baseline_13_C_0.1_gamma_scale,rbf_svm,full_baseline_13,standard,0.1,scale,0.5202040816326531,0.500805152979066,0.0016103059581320522,0.5321894212378608,0.3509037638043723,4
raw_qc_pass,target_locked,rbf_svm_full_baseline_13_C_10_gamma_0.03,rbf_svm,full_baseline_13,standard,10.0,0.03,0.4825510204081632,0.4788458126814844,0.060582764613203756,0.5239593934411253,0.4702565716174628,4
raw_qc_pass,target_locked,rbf_svm_full_baseline_13_C_10_gamma_0.1,rbf_svm,full_baseline_13,standard,10.0,0.1,0.4999489795918367,0.49856916955782005,0.05202598498112927,0.5026569651773568,0.4956405104646098,4
raw_qc_pass,target_locked,rbf_svm_full_baseline_13_C_10_gamma_scale,rbf_svm,full_baseline_13,standard,10.0,scale,0.49479591836734693,0.49351456637117685,0.03776548176368648,0.5048726743456369,0.4893012929871777,4
raw_qc_pass,target_locked,rbf_svm_full_baseline_13_C_1_gamma_0.03,rbf_svm,full_baseline_13,standard,1.0,0.03,0.5254591836734694,0.5199689754367145,0.05307332160559643,0.532525788160224,0.5017235207421628,4
raw_qc_pass,target_locked,rbf_svm_full_baseline_13_C_1_gamma_0.1,rbf_svm,full_baseline_13,standard,1.0,0.1,0.49515306122448977,0.49325988673732185,0.05901026866914811,0.5135140041311985,0.4846886730767421,4
raw_qc_pass,target_locked,rbf_svm_full_baseline_13_C_1_gamma_scale,rbf_svm,full_baseline_13,standard,1.0,scale,0.5002040816326531,0.49760695861451865,0.056040087371880466,0.519966140660884,0.4863065044878372,4
raw_qc_pass,target_locked,robust_logistic_drop_redundant_alpha_asym_12_l2_0.1,logistic,drop_redundant_alpha_asym_12,robust,0.1,,0.5255102040816326,0.5206828089988853,0.055981077766730516,0.5250336214292541,0.5079160263570421,4
raw_qc_pass,target_locked,robust_logistic_drop_redundant_alpha_asym_12_l2_1,logistic,drop_redundant_alpha_asym_12,robust,1.0,,0.5229591836734694,0.5169029777355592,0.06709947208136831,0.5256532083582313,0.5012998400419049,4
raw_qc_pass,target_locked,robust_logistic_drop_redundant_alpha_asym_12_l2_10,logistic,drop_redundant_alpha_asym_12,robust,10.0,,0.5204591836734693,0.5146323680087542,0.050513126747057956,0.5246226910012489,0.5007633439629271,4
raw_qc_pass,target_locked,robust_logistic_full_baseline_13_l2_0.1,logistic,full_baseline_13,robust,0.1,,0.5255102040816326,0.5206828089988853,0.055981077766730516,0.5248315660995918,0.5079160263570421,4
raw_qc_pass,target_locked,robust_logistic_full_baseline_13_l2_1,logistic,full_baseline_13,robust,1.0,,0.5204081632653061,0.5139960009913731,0.07081395483116518,0.5255367277448852,0.497760742841388,4
raw_qc_pass,target_locked,robust_logistic_full_baseline_13_l2_10,logistic,full_baseline_13,robust,10.0,,0.5256122448979592,0.5199024973370813,0.06533303383115015,0.5237171456123936,0.5049204169512027,4
raw_qc_pass,target_locked,shrinkage_lda_bandpower_only_9,lda,bandpower_only_9,standard,,,0.5254591836734694,0.5200741702445266,0.053604928297572255,0.5332707478785437,0.5086825373814433,4
raw_qc_pass,target_locked,shrinkage_lda_drop_redundant_alpha_asym_12,lda,drop_redundant_alpha_asym_12,standard,,,0.5180102040816327,0.5122846804263381,0.06157232133117732,0.5246232755772468,0.5015395609088978,4
raw_qc_pass,target_locked,shrinkage_lda_erp_only_3,lda,erp_only_3,standard,,,0.5151530612244898,0.4998218632561707,0.0074439792499558085,0.4953711328662859,0.3737824380636614,4
raw_qc_pass,target_locked,shrinkage_lda_full_baseline_13,lda,full_baseline_13,standard,,,0.5180102040816327,0.5116661602490546,0.05476398671712943,0.5229936723787796,0.499430014096486,4
