sample,stage,held_out_record,target_feature,model,n_train,n_test,heldout_rmse_standardized,training_aic,training_bic,predictors
q1_quality_matched,cue_locked,VisualCogA_Task-1,erp_mean_F4,Model-0_V,243,54,0.26195046351673296,496.314427833936,506.7936121639577,V
q1_quality_matched,cue_locked,VisualCogA_Task-1,erp_mean_F4,Model-0_VplusGamma,243,54,0.2623950579015535,498.31225529361956,512.2845010669818,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-1,erp_mean_F4,Model-A1_no_H,243,54,0.26748872382532124,498.0220188205342,511.9942645938964,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,erp_mean_F4,Model-A2_no_P,243,54,0.26165896421626633,498.23713485447473,512.2093806278369,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-1,erp_mean_F4,Model-A3_no_T,243,54,0.26689753324191884,499.98451325034495,517.4498204670476,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,erp_mean_F4,Model-F_VHP_plus_Tcandidate,243,54,0.2598263634097224,500.8928895437277,521.851258203771,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,erp_mean_F4,Model-F_VHP_gamma_plus_Tcandidate,243,54,0.25897683203751576,502.70324669166934,527.1546767950532,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F3,Model-0_V,243,54,0.9906126537765986,693.9250933604895,704.4042776905112,V
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F3,Model-0_VplusGamma,243,54,0.9959646462255769,695.3563945180127,709.3286402913749,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F3,Model-A1_no_H,243,54,0.9951678163888472,694.8321142515662,708.8043600249283,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F3,Model-A2_no_P,243,54,0.7978814302809601,549.7246867823836,563.6969325557458,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F3,Model-A3_no_T,243,54,0.7938365518562819,549.923815615165,567.3891228318678,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F3,Model-F_VHP_plus_Tcandidate,243,54,0.7937993342154696,551.8999789671633,572.8583476272066,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F3,Model-F_VHP_gamma_plus_Tcandidate,243,54,0.8023508825180503,552.5318656975402,576.983295800924,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-0_V,243,54,0.9299096446684503,695.3338383625085,705.8130226925301,V
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-0_VplusGamma,243,54,0.9340955632606252,696.4088970566921,710.3811428300543,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-A1_no_H,243,54,0.9443037487213678,688.8337485963841,702.8059943697463,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-A2_no_P,243,54,0.46438506140435,401.63184001401896,415.60408578738117,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-A3_no_T,243,54,0.4746852568102854,399.6207601846284,417.08606740133115,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-F_VHP_plus_Tcandidate,243,54,0.4720189857939379,400.9367362081121,421.8951048681554,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-F_VHP_gamma_plus_Tcandidate,243,54,0.47170557272775304,402.9015849897434,427.3530150931272,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F4,Model-0_V,243,54,1.0443551044240196,694.689747297772,705.1689316277937,V
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F4,Model-0_VplusGamma,243,54,1.0416194860642993,696.4065055503744,710.3787513237365,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F4,Model-A1_no_H,243,54,1.033866569094357,688.6659895537225,702.6382353270847,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F4,Model-A2_no_P,243,54,0.7927390272549364,489.7214112917479,503.69365706511013,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F4,Model-A3_no_T,243,54,0.7805945585142502,488.3268413072552,505.79214852395796,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F4,Model-F_VHP_plus_Tcandidate,243,54,0.7784456651074317,489.4707292605502,510.42909792059345,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_theta_power_F4,Model-F_VHP_gamma_plus_Tcandidate,243,54,0.787047302067751,490.64569002796134,515.0971201313452,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-0_V,243,54,0.9648543426951841,695.6033713542222,706.0825556842439,V
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-0_VplusGamma,243,54,0.9641593125093108,696.4081226658492,710.3803684392113,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-A1_no_H,243,54,0.9273936715355932,682.4970061326379,696.4692519060001,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-A2_no_P,243,54,0.8585518714887991,653.9482193142283,667.9204650875904,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-A3_no_T,243,54,0.828031263302423,645.6150048238459,663.0803120405486,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-F_VHP_plus_Tcandidate,243,54,0.8466287340290976,646.1510534360674,667.1094220961107,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-F_VHP_gamma_plus_Tcandidate,243,54,0.8462848415174117,648.1501917520279,672.6016218554117,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-0_V,243,54,0.8511820909750971,694.3700137441657,704.8491980741874,V
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-0_VplusGamma,243,54,0.8485098555678315,693.2586011860826,707.2308469594448,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-A1_no_H,243,54,0.8311390519730362,692.185343761834,706.1575895351962,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-A2_no_P,243,54,0.7437198745575834,656.3016889667139,670.273934740076,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-A3_no_T,243,54,0.7313553359173788,656.7813711519467,674.2466783686494,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-F_VHP_plus_Tcandidate,243,54,0.7333066024810545,656.1332183088215,677.0915869688648,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-F_VHP_gamma_plus_Tcandidate,243,54,0.7341663010468422,658.0825771427083,682.5340072460921,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-0_V,243,54,0.835795457978665,693.5302041307983,704.00938846082,V
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-0_VplusGamma,243,54,0.8123999080724883,689.7566533072547,703.7288990806169,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-A1_no_H,243,54,0.7995289276308021,686.6260647664993,700.5983105398615,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-A2_no_P,243,54,0.7478410769886541,641.0824597415864,655.0547055149485,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-A3_no_T,243,54,0.7198073521169078,638.3961534549535,655.8614606716562,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-F_VHP_plus_Tcandidate,243,54,0.7124269333264536,635.7890965796947,656.7474652397381,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-F_VHP_gamma_plus_Tcandidate,243,54,0.7116763999630537,637.7235330408793,662.1749631442631,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F3,Model-0_V,243,54,1.0315428365515378,695.2587663563463,705.737950686368,V
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F3,Model-0_VplusGamma,243,54,1.0089981248863922,656.409063799617,670.3813095729791,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F3,Model-A1_no_H,243,54,0.8637824089831085,552.4135382018036,566.3857839751657,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F3,Model-A2_no_P,243,54,1.0186473344805773,690.7603897877973,704.7326355611594,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F3,Model-A3_no_T,243,54,0.8524384841631011,552.4358600159519,569.9011672326546,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F3,Model-F_VHP_plus_Tcandidate,243,54,0.854734049473032,554.3474551524865,575.3058238125299,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F3,Model-F_VHP_gamma_plus_Tcandidate,243,54,0.869365203118605,548.0905430715409,572.5419731749247,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-0_V,243,54,0.9304574604887023,695.5932318925557,706.0724162225773,V
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-0_VplusGamma,243,54,0.8882902067800339,653.5703994941197,667.5426452674818,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-A1_no_H,243,54,0.44213152423751495,439.9019666174669,453.8742123908291,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-A2_no_P,243,54,0.9406007232090436,692.2236358709757,706.1958816443379,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-A3_no_T,243,54,0.4450292321029853,441.6132215573267,459.07852877402945,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-F_VHP_plus_Tcandidate,243,54,0.4460313115324544,443.4745976313651,464.4329662914084,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-F_VHP_gamma_plus_Tcandidate,243,54,0.45753956041728533,443.5472869128181,467.9987170162019,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F4,Model-0_V,243,54,1.0550241333538097,695.4639000390733,705.943084369095,V
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F4,Model-0_VplusGamma,243,54,0.9412539090073788,635.2008640738624,649.1731098472245,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F4,Model-A1_no_H,243,54,0.6641849479885579,520.310285826573,534.2825315999352,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F4,Model-A2_no_P,243,54,1.0566296159516582,694.5687307158058,708.540976489168,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F4,Model-A3_no_T,243,54,0.6637085314160207,522.1978922629794,539.6631994796821,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F4,Model-F_VHP_plus_Tcandidate,243,54,0.6392573026227816,517.7621023770243,538.7204710370676,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,log_beta_power_F4,Model-F_VHP_gamma_plus_Tcandidate,243,54,0.6362134020781207,506.90440852372404,531.3558386271079,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,AI_alpha,Model-0_V,243,54,0.9144981636947079,693.664872436518,704.1440567665396,V
q1_quality_matched,cue_locked,VisualCogA_Task-1,AI_alpha,Model-0_VplusGamma,243,54,0.9046466457938721,694.0692335977795,708.0414793711417,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-1,AI_alpha,Model-A1_no_H,243,54,0.915331068867537,695.1454371904487,709.1176829638108,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,AI_alpha,Model-A2_no_P,243,54,0.9184871523787119,695.0176136609355,708.9898594342976,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-1,AI_alpha,Model-A3_no_T,243,54,0.9203857593050031,696.28995888047,713.7552660971727,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-1,AI_alpha,Model-F_VHP_plus_Tcandidate,243,54,0.9517529183345101,690.3210149805769,711.2793836406203,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-1,AI_alpha,Model-F_VHP_gamma_plus_Tcandidate,243,54,0.9486501715445069,692.2624810364623,716.7139111398461,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F3,Model-0_V,217,80,0.9643500758405579,534.269432131732,544.4091241923534,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F3,Model-0_VplusGamma,217,80,0.9434093567830255,530.5731597565127,544.0927491706746,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F3,Model-A1_no_H,217,80,0.9620770874990737,535.9205195637004,549.4401089778622,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F3,Model-A2_no_P,217,80,0.9621412826150327,536.1103600504147,549.6299494645765,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F3,Model-A3_no_T,217,80,0.9604590657397766,537.823188827044,554.7226755947463,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F3,Model-F_VHP_plus_Tcandidate,217,80,0.9382750062179019,537.3066344303628,557.5860185516055,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F3,Model-F_VHP_gamma_plus_Tcandidate,217,80,0.9382159590882981,536.167779626388,559.8270611011712,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_Fz,Model-0_V,217,80,0.8644569774892373,600.9610941338292,611.1007861944506,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_Fz,Model-0_VplusGamma,217,80,0.8569322478363087,598.6229724438966,612.1425618580585,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_Fz,Model-A1_no_H,217,80,0.8566552029075182,602.6106696608261,616.130259074988,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_Fz,Model-A2_no_P,217,80,0.85953047949976,601.5016101148145,615.0211995289764,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_Fz,Model-A3_no_T,217,80,0.8540824119859862,603.3320556984502,620.2315424661525,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_Fz,Model-F_VHP_plus_Tcandidate,217,80,0.8690769617758206,595.5870042314831,615.8663883527258,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_Fz,Model-F_VHP_gamma_plus_Tcandidate,217,80,0.8694963831709144,597.509944526873,621.1692260016563,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F4,Model-0_V,217,80,0.3538970019316607,498.43288476790605,508.5725768285274,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F4,Model-0_VplusGamma,217,80,0.3660415871420969,499.82537952839925,513.3449689425611,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F4,Model-A1_no_H,217,80,0.35338244057996016,500.41659091180026,513.9361803259621,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F4,Model-A2_no_P,217,80,0.3645320359141918,499.8562979567662,513.375887370928,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F4,Model-A3_no_T,217,80,0.3644606382547466,501.8561826079034,518.7556693756057,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F4,Model-F_VHP_plus_Tcandidate,217,80,0.4128186899418946,499.97174522944124,520.251129350684,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,erp_mean_F4,Model-F_VHP_gamma_plus_Tcandidate,217,80,0.41170402928460836,501.95257253804755,525.6118540128308,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F3,Model-0_V,217,80,1.170173777080707,621.3467898638019,631.4864819244233,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F3,Model-0_VplusGamma,217,80,1.1875374645495163,621.8505531041782,635.37014251834,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F3,Model-A1_no_H,217,80,1.1719700684522876,622.7235042526013,636.2430936667631,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F3,Model-A2_no_P,217,80,0.7163680361115531,535.2276975160262,548.747286930188,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F3,Model-A3_no_T,217,80,0.7061360535154222,536.2874736312162,553.1869603989186,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F3,Model-F_VHP_plus_Tcandidate,217,80,0.7177950451395159,537.6638630282113,557.943247149454,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F3,Model-F_VHP_gamma_plus_Tcandidate,217,80,0.7171053680890478,539.6141566237682,563.2734380985514,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-0_V,217,80,1.213821020025688,621.558079137842,631.6977711984634,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-0_VplusGamma,217,80,1.2373115500017504,620.5772284637796,634.0968178779415,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-A1_no_H,217,80,1.2031019804143925,618.1858491948467,631.7054386090085,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-A2_no_P,217,80,0.6189695795224206,367.28986065924965,380.8094500734115,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-A3_no_T,217,80,0.6133785461934186,368.30329786751105,385.20278463521333,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-F_VHP_plus_Tcandidate,217,80,0.6188687260211633,368.64295741606634,388.9223415373091,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-F_VHP_gamma_plus_Tcandidate,217,80,0.6217347627014065,369.9257652984342,393.5850467732174,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F4,Model-0_V,217,80,1.1462250467189308,621.815369757064,631.9550618176854,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F4,Model-0_VplusGamma,217,80,1.1774165438270934,620.401088843412,633.9206782575739,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F4,Model-A1_no_H,217,80,1.1413274959201944,615.7569695325227,629.2765589466845,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F4,Model-A2_no_P,217,80,0.6145717085769822,488.1933602750594,501.7129496892212,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F4,Model-A3_no_T,217,80,0.6156620558319332,484.99078836288294,501.8902751305852,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F4,Model-F_VHP_plus_Tcandidate,217,80,0.6095546227523452,486.70048050652827,506.979864627771,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_theta_power_F4,Model-F_VHP_gamma_plus_Tcandidate,217,80,0.6122047743196402,488.5193621115364,512.1786435863196,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-0_V,217,80,1.1505900855500901,621.7983837322279,631.9380757928493,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-0_VplusGamma,217,80,1.146185039479711,623.4852945313669,637.0048839455287,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-A1_no_H,217,80,1.1230801537092514,608.0071777881748,621.5267672023366,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-A2_no_P,217,80,1.0264375999918243,587.4417161084625,600.9613055226243,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-A3_no_T,217,80,1.0081186242522382,577.472114699142,594.3716014668444,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-F_VHP_plus_Tcandidate,217,80,1.0216860437487691,577.7436875978925,598.0230717191353,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-F_VHP_gamma_plus_Tcandidate,217,80,1.0284038442776886,578.3652490593307,602.024530534114,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-0_V,217,80,1.1401998080537714,621.8192510914253,631.9589431520467,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-0_VplusGamma,217,80,1.1349139307234632,620.7535577144384,634.2731471286003,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-A1_no_H,217,80,1.145447983768207,615.8855103220475,629.4050997362093,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-A2_no_P,217,80,1.0659301436462998,581.8030810456565,595.3226704598184,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-A3_no_T,217,80,1.0710864555927364,579.0824721140589,595.9819588817612,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-F_VHP_plus_Tcandidate,217,80,1.061630059893594,580.222472703664,600.5018568249068,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-F_VHP_gamma_plus_Tcandidate,217,80,1.0633160111023612,582.112206745534,605.7714882203172,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-0_V,217,80,1.0902744028880942,621.5418376342133,631.6815296948347,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-0_VplusGamma,217,80,1.0762231887221698,616.6645126486059,630.1841020627677,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-A1_no_H,217,80,1.0754089108738234,611.8860186531687,625.4056080673305,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-A2_no_P,217,80,0.9985765354713111,572.8605231518799,586.3801125660417,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-A3_no_T,217,80,0.9882818367816869,567.0177199405736,583.9172067082759,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-F_VHP_plus_Tcandidate,217,80,0.9678009019580085,567.1080862819128,587.3874704031556,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-F_VHP_gamma_plus_Tcandidate,217,80,0.9670626757347247,569.0369159971982,592.6961974719815,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F3,Model-0_V,217,80,1.0732477576026618,621.5095769979428,631.6492690585642,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F3,Model-0_VplusGamma,217,80,0.9484478364243538,599.7049951763107,613.2245845904725,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F3,Model-A1_no_H,217,80,0.8119549327955262,507.09123634576366,520.6108257599255,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F3,Model-A2_no_P,217,80,1.0577610482135873,618.7819346899128,632.3015241040746,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F3,Model-A3_no_T,217,80,0.8013171407555318,507.87290936948096,524.7723961371833,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F3,Model-F_VHP_plus_Tcandidate,217,80,0.8029844324480484,509.80463849539524,530.084022616638,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F3,Model-F_VHP_gamma_plus_Tcandidate,217,80,0.7876507245109171,510.20540179946755,533.8646832742508,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_Fz,Model-0_V,217,80,1.1188032324715385,621.7970179556769,631.9367100162983,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_Fz,Model-0_VplusGamma,217,80,0.9660232315550046,596.6541611735403,610.1737505877021,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_Fz,Model-A1_no_H,217,80,0.6552349421612291,388.59270498342613,402.11229439758796,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_Fz,Model-A2_no_P,217,80,1.1134566378250395,620.6466573750083,634.1662467891701,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_Fz,Model-A3_no_T,217,80,0.6564585704846974,390.5083508531632,407.4078376208655,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_Fz,Model-F_VHP_plus_Tcandidate,217,80,0.664442146937426,391.6125687787781,411.89195290002084,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_Fz,Model-F_VHP_gamma_plus_Tcandidate,217,80,0.6644234278184453,393.61256344616356,417.27184492094676,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F4,Model-0_V,217,80,1.034085353296098,621.7175379551907,631.8572300158121,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F4,Model-0_VplusGamma,217,80,0.8692054613614988,572.7029251312935,586.2225145454553,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F4,Model-A1_no_H,217,80,0.7299651776325239,451.0925902757046,464.6121796898664,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F4,Model-A2_no_P,217,80,1.0408003291116361,620.8669982672268,634.3865876813886,V;H
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F4,Model-A3_no_T,217,80,0.7295843739054567,453.0829609860188,469.9824477537211,V;H;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F4,Model-F_VHP_plus_Tcandidate,217,80,0.7027862125164012,451.307441970398,471.5868260916407,V;H;P;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,log_beta_power_F4,Model-F_VHP_gamma_plus_Tcandidate,217,80,0.7039339659587132,438.28312352296456,461.94240499774776,V;H;P;G;T
q1_quality_matched,cue_locked,VisualCogA_Task-2,AI_alpha,Model-0_V,217,80,1.1421232294149923,621.415519830724,631.5552118913454,V
q1_quality_matched,cue_locked,VisualCogA_Task-2,AI_alpha,Model-0_VplusGamma,217,80,1.1469129969924867,619.5442755395565,633.0638649537183,V;G
q1_quality_matched,cue_locked,VisualCogA_Task-2,AI_alpha,Model-A1_no_H,217,80,1.1410972089903577,623.2483584525894,636.7679478667512,V;P
q1_quality_matched,cue_locked,VisualCogA_Task-2,AI_alpha,Model-A2_no_P,217,80,1.1494285506914517,622.331577410144,635.8511668243058,V;H
