sample,stage,held_out_record,target_feature,model,n_train,n_test,heldout_rmse_standardized,training_aic,training_bic,predictors
raw_qc_pass,cue_locked,VisualCogB_Task-2,AI_alpha,Model-0_V,294,93,0.7755430863420006,839.8612500884267,850.9119893904427,V
raw_qc_pass,cue_locked,VisualCogB_Task-2,AI_alpha,Model-0_VplusGamma,294,93,0.7822582015338311,840.1505356612253,854.88485473058,V;G
raw_qc_pass,cue_locked,VisualCogB_Task-2,AI_alpha,Model-A1_no_H,294,93,0.7762735840053353,837.1005003799254,851.8348194492801,V;P
raw_qc_pass,cue_locked,VisualCogB_Task-2,AI_alpha,Model-A2_no_P,294,93,0.7755718076016225,841.8607581926515,856.5950772620062,V;H
raw_qc_pass,cue_locked,VisualCogB_Task-2,AI_alpha,Model-A3_no_T,294,93,0.7760222703278241,839.0612399680688,857.4791388047622,V;H;P
raw_qc_pass,cue_locked,VisualCogB_Task-2,AI_alpha,Model-F_VHP_plus_Tcandidate,294,93,0.7518655823408764,835.4895543644155,857.5910329684476,V;H;P;T
raw_qc_pass,cue_locked,VisualCogB_Task-2,AI_alpha,Model-F_VHP_gamma_plus_Tcandidate,294,93,0.7519463741620709,837.4886104849327,863.2736688563034,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F3,Model-0_V,296,100,0.5176408555646794,704.3188787985612,715.3899571615334,V
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F3,Model-0_VplusGamma,296,100,0.5114462221107333,705.8420674855138,720.60350530281,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F3,Model-A1_no_H,296,100,0.5215607958218205,706.1946899836919,720.9561278009882,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F3,Model-A2_no_P,296,100,0.5197802905633119,706.1697073523635,720.9311451696598,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F3,Model-A3_no_T,296,100,0.5252134734876955,707.9760357213115,726.4278329929318,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F3,Model-F_VHP_plus_Tcandidate,296,100,0.5285975653199347,706.0076182097051,728.1497749356495,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F3,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.529069994226338,707.8239616570681,733.6564778373365,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_Fz,Model-0_V,296,100,0.3668562179577337,828.1164368742396,839.1875152372119,V
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_Fz,Model-0_VplusGamma,296,100,0.3656474001645244,830.0059209406129,844.7673587579092,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_Fz,Model-A1_no_H,296,100,0.36750445304787227,830.0616945533247,844.823132370621,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_Fz,Model-A2_no_P,296,100,0.3683134864113273,830.0883326013623,844.8497704186585,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_Fz,Model-A3_no_T,296,100,0.3685298101436716,832.0466799404584,850.4984772120787,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_Fz,Model-F_VHP_plus_Tcandidate,296,100,0.3609977704930118,833.6968171172107,855.838973843155,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_Fz,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.3599217093649053,835.6677181054447,861.5002342857131,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F4,Model-0_V,296,100,0.6692939547835116,726.7327171289303,737.8037954919025,V
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F4,Model-0_VplusGamma,296,100,0.6640445820225895,728.3899192981872,743.1513571154835,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F4,Model-A1_no_H,296,100,0.6572844516574348,728.0837893592476,742.8452271765439,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F4,Model-A2_no_P,296,100,0.6691553452011676,728.7259983816156,743.4874361989118,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F4,Model-A3_no_T,296,100,0.6571599119968429,730.076790794964,748.5285880665843,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F4,Model-F_VHP_plus_Tcandidate,296,100,0.6687104612288215,731.5028467524876,753.6450034784319,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,erp_mean_F4,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.6735678570969549,733.3972114452408,759.2297276255092,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F3,Model-0_V,296,100,0.8801435744222008,845.3533433129945,856.4244216759668,V
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F3,Model-0_VplusGamma,296,100,0.8808242416711334,843.6382097835649,858.3996476008612,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F3,Model-A1_no_H,296,100,0.8886442034312092,845.0619862175388,859.823424034835,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F3,Model-A2_no_P,296,100,0.8044939614727834,723.4546027424882,738.2160405597845,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F3,Model-A3_no_T,296,100,0.7932076822695056,724.3180557550685,742.7698530266888,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F3,Model-F_VHP_plus_Tcandidate,296,100,0.7835978772003529,725.4567495404095,747.5989062663539,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F3,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.7968588850063126,723.884043734637,749.7165599149054,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-0_V,296,100,1.058897048408835,845.829864305602,856.9009426685742,V
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-0_VplusGamma,296,100,1.0601725679115832,846.399017563344,861.1604553806403,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-A1_no_H,296,100,1.038330705490032,835.0159159809077,849.777353798204,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-A2_no_P,296,100,0.6716361851664392,496.9689460089355,511.7303838262318,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-A3_no_T,296,100,0.6734462321495022,496.6494841952443,515.1012814668646,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-F_VHP_plus_Tcandidate,296,100,0.6632741713485124,493.4308369504453,515.5729936763897,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_Fz,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.6626269111255815,495.2409662322294,521.0734824124978,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F4,Model-0_V,296,100,1.0569262156980086,845.9210878284981,856.9921661914703,V
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F4,Model-0_VplusGamma,296,100,1.0381980627854484,845.3927851912057,860.154223008502,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F4,Model-A1_no_H,296,100,0.9784991811756831,830.5187111431115,845.2801489604078,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F4,Model-A2_no_P,296,100,0.8329796947356102,630.6694189337788,645.4308567510751,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F4,Model-A3_no_T,296,100,0.7820570104492852,623.1692605607689,641.6210578323892,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F4,Model-F_VHP_plus_Tcandidate,296,100,0.7831699614324793,625.1090331264671,647.2511898524115,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_theta_power_F4,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.7991896860035079,624.6969692383755,650.5294854186438,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-0_V,296,100,0.9298328212958609,845.8375414701844,856.9086198331566,V
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-0_VplusGamma,296,100,0.9211232807484118,839.7454106283725,854.5068484456688,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-A1_no_H,296,100,0.9104950443822284,838.3477617164401,853.1091995337364,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-A2_no_P,296,100,0.9220764342130646,827.9132799426329,842.6747177599292,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-A3_no_T,296,100,0.9094358469345142,824.6789237073236,843.1307209789439,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-F_VHP_plus_Tcandidate,296,100,0.91379192476825,824.7981559926611,846.9403127186055,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F3,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.9096386183249525,825.8875520817907,851.720068262059,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-0_V,296,100,0.9566534863531355,845.3949601783247,856.4660385412969,V
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-0_VplusGamma,296,100,0.9264927175699942,836.707256662474,851.4686944797703,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-A1_no_H,296,100,0.9268124362730665,834.0850979136223,848.8465357309186,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-A2_no_P,296,100,0.9226655422850629,829.5660038917109,844.3274417090072,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-A3_no_T,296,100,0.9040806131964525,823.0327385144086,841.4845357860289,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-F_VHP_plus_Tcandidate,296,100,0.9365989962991925,813.8531465787299,835.9953033046743,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_Fz,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.9429754467356042,815.6154000146659,841.4479161949342,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-0_V,296,100,1.0505559535038127,845.4963314975877,856.5674098605599,V
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-0_VplusGamma,296,100,0.9625614634438755,822.9740529350865,837.7354907523828,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-A1_no_H,296,100,0.9647726938892702,820.92112883997,835.6825666572663,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-A2_no_P,296,100,1.0127052283578348,820.6476959937713,835.4091338110676,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-A3_no_T,296,100,0.9479328580087507,803.7473039336255,822.1991012052458,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-F_VHP_plus_Tcandidate,296,100,0.9649034658882267,787.8880992487414,810.0302559746857,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_alpha_power_F4,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.9584743130336637,789.7336181776914,815.5661343579598,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F3,Model-0_V,296,100,0.9788247118097307,845.4966247880536,856.5677031510259,V
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F3,Model-0_VplusGamma,296,100,1.1337760895398628,773.5293805701647,788.290818387461,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F3,Model-A1_no_H,296,100,0.751090006969073,681.8707627548421,696.6322005721383,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F3,Model-A2_no_P,296,100,0.967594067051882,828.4906937821913,843.2521315994876,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F3,Model-A3_no_T,296,100,0.763642232533635,672.6618189733055,691.1136162449258,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F3,Model-F_VHP_plus_Tcandidate,296,100,0.7762469140698259,673.1892543648033,695.3314110907477,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F3,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.8904859983473881,642.4734349501618,668.3059511304302,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-0_V,296,100,1.0409093058691783,843.6643350035147,854.7354133664869,V
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-0_VplusGamma,296,100,1.0918512287386144,806.6709603970884,821.4323982143846,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-A1_no_H,296,100,0.733086061209897,545.6861808272711,560.4476186445673,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-A2_no_P,296,100,1.0158018278556142,837.7406395584231,852.5020773757194,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-A3_no_T,296,100,0.7335290934664184,547.6701959222884,566.1219931939087,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-F_VHP_plus_Tcandidate,296,100,0.7317237255469518,547.9869614617319,570.1291181876762,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_Fz,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.7278912232632918,549.817837174648,575.6503533549164,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F4,Model-0_V,296,100,1.2332218660312029,845.2024543295202,856.2735326924924,V
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F4,Model-0_VplusGamma,296,100,1.114942921852406,780.4594406922178,795.220878509514,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F4,Model-A1_no_H,296,100,0.875273530881664,618.0373072787988,632.7987450960951,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F4,Model-A2_no_P,296,100,1.211175832971281,840.4511235975999,855.2125614148962,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F4,Model-A3_no_T,296,100,0.8755229514180435,620.0258831307301,638.4776804023504,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F4,Model-F_VHP_plus_Tcandidate,296,100,0.8632966244628808,613.6984197279255,635.8405764538699,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,log_beta_power_F4,Model-F_VHP_gamma_plus_Tcandidate,296,100,0.8221100314591833,609.2773012488204,635.1098174290888,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-1,AI_alpha,Model-0_V,296,100,1.0423943728462786,845.8880944217727,856.959172784745,V
raw_qc_pass,target_locked,VisualCogA_Task-1,AI_alpha,Model-0_VplusGamma,296,100,1.003034039694755,842.228937005896,856.9903748231923,V;G
raw_qc_pass,target_locked,VisualCogA_Task-1,AI_alpha,Model-A1_no_H,296,100,1.0135138398451942,842.3790522465624,857.1404900638587,V;P
raw_qc_pass,target_locked,VisualCogA_Task-1,AI_alpha,Model-A2_no_P,296,100,1.0360433595821477,846.924699154597,861.6861369718932,V;H
raw_qc_pass,target_locked,VisualCogA_Task-1,AI_alpha,Model-A3_no_T,296,100,1.0114825878382032,844.1114640737203,862.5632613453406,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-1,AI_alpha,Model-F_VHP_plus_Tcandidate,296,100,1.0156035864959405,837.729611570985,859.8717682969293,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-1,AI_alpha,Model-F_VHP_gamma_plus_Tcandidate,296,100,1.023740061468566,839.401610047457,865.2341262277254,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F3,Model-0_V,298,98,1.3233138259753587,735.786605463794,746.8778859233103,V
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F3,Model-0_VplusGamma,298,98,1.3178667126551558,737.4301978975735,752.2185718435951,V;G
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F3,Model-A1_no_H,298,98,1.3239071802452138,736.8200387068526,751.6084126528742,V;P
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F3,Model-A2_no_P,298,98,1.3238343603952722,737.7357120497101,752.5240859957316,V;H
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F3,Model-A3_no_T,298,98,1.32388125194372,738.8198754852625,757.3053429177895,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F3,Model-F_VHP_plus_Tcandidate,298,98,1.3138391252918804,740.2551371565306,762.437698075563,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F3,Model-F_VHP_gamma_plus_Tcandidate,298,98,1.3142036611827224,742.1200092742381,767.999663679776,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_Fz,Model-0_V,298,98,0.5876820531191168,849.0191509074002,860.1104313669164,V
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_Fz,Model-0_VplusGamma,298,98,0.5869677336983354,850.9708244229594,865.759198368981,V;G
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_Fz,Model-A1_no_H,298,98,0.58758647237474,851.0016832998838,865.7900572459054,V;P
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_Fz,Model-A2_no_P,298,98,0.5934454959121913,850.734735863157,865.5231098091785,V;H
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_Fz,Model-A3_no_T,298,98,0.5940519498557305,852.6630145089607,871.1484819414877,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_Fz,Model-F_VHP_plus_Tcandidate,298,98,0.5909832942568733,854.2203756453555,876.4029365643879,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_Fz,Model-F_VHP_gamma_plus_Tcandidate,298,98,0.5901978713964994,856.1164018224341,881.996056227972,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F4,Model-0_V,298,98,1.0854755773008298,752.9459132755546,764.0371937350708,V
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F4,Model-0_VplusGamma,298,98,1.092861169836921,751.1232634386779,765.9116373846995,V;G
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F4,Model-A1_no_H,298,98,1.0950820871742766,747.194903314563,761.9832772605846,V;P
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F4,Model-A2_no_P,298,98,1.0879851218497798,754.7775010436444,769.565874989666,V;H
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F4,Model-A3_no_T,298,98,1.1033457534278928,747.9675492786693,766.4530167111963,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F4,Model-F_VHP_plus_Tcandidate,298,98,1.1033084195548895,749.9667237284348,772.1492846474672,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-2,erp_mean_F4,Model-F_VHP_gamma_plus_Tcandidate,298,98,1.106872327385026,750.1556666942994,776.0353210998372,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F3,Model-0_V,298,98,0.9924529728169441,847.6562275847712,858.7475080442873,V
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F3,Model-0_VplusGamma,298,98,1.004157513664081,844.4300470067159,859.2184209527375,V;G
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F3,Model-A1_no_H,298,98,0.9929008096863973,848.3318379357686,863.1202118817902,V;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F3,Model-A2_no_P,298,98,0.8110816500538205,742.7923471157848,757.5807210618063,V;H
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F3,Model-A3_no_T,298,98,0.807777025144364,740.6708343278312,759.1563017603582,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F3,Model-F_VHP_plus_Tcandidate,298,98,0.8147008433264699,739.0786133121669,761.2611742311993,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F3,Model-F_VHP_gamma_plus_Tcandidate,298,98,0.8227533898619444,738.4504365624377,764.3300909679756,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-0_V,298,98,0.9856019211309265,851.2790206505321,862.3703011100483,V
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-0_VplusGamma,298,98,0.9866130025587918,851.5282863087549,866.3166602547765,V;G
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-A1_no_H,298,98,0.9810224239513742,837.5031174072071,852.2914913532287,V;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-A2_no_P,298,98,0.5054807501155311,542.9353563987893,557.7237303448109,V;H
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-A3_no_T,298,98,0.5061191539576335,543.3330292799117,561.8184967124387,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-F_VHP_plus_Tcandidate,298,98,0.49755141490249294,539.9297223178085,562.1122832368409,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_Fz,Model-F_VHP_gamma_plus_Tcandidate,298,98,0.4985337911365776,541.4723104695503,567.3519648750881,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F4,Model-0_V,298,98,1.0823436847955976,851.6814725896527,862.7727530491688,V
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F4,Model-0_VplusGamma,298,98,1.068142809396443,848.5274008495176,863.3157747955391,V;G
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F4,Model-A1_no_H,298,98,1.0630021861769692,821.115632030281,835.9040059763025,V;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F4,Model-A2_no_P,298,98,0.7404275993442839,673.3310843634085,688.1194583094301,V;H
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F4,Model-A3_no_T,298,98,0.7297001147030229,649.2944700469369,667.7799374794639,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F4,Model-F_VHP_plus_Tcandidate,298,98,0.7471362678567995,649.3505111883183,671.5330721073507,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_theta_power_F4,Model-F_VHP_gamma_plus_Tcandidate,298,98,0.7475733571490455,651.3090895730564,677.1887439785943,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-0_V,298,98,1.3311210167653365,848.2816189928792,859.3728994523954,V
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-0_VplusGamma,298,98,1.3135571301536544,842.2643753926723,857.0527493386938,V;G
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-A1_no_H,298,98,1.3004844004495135,841.6168960650338,856.4052700110553,V;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-A2_no_P,298,98,1.2757892698409954,837.4680103184804,852.256384264502,V;H
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-A3_no_T,298,98,1.2587110972122966,834.565270493951,853.050737926478,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-F_VHP_plus_Tcandidate,298,98,1.254295611541161,836.3801393759418,858.5627002949742,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F3,Model-F_VHP_gamma_plus_Tcandidate,298,98,1.2651667703904208,834.5108199447667,860.3904743503045,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-0_V,298,98,1.196990309280099,851.6393540135723,862.7306344730885,V
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-0_VplusGamma,298,98,1.1598993438468375,840.6341119326923,855.4224858787139,V;G
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-A1_no_H,298,98,1.1551018379426257,840.5847418174421,855.3731157634637,V;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-A2_no_P,298,98,1.1609181703466087,832.8356106872037,847.6239846332253,V;H
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-A3_no_T,298,98,1.1317974102094734,827.4787236649212,845.9641910974482,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-F_VHP_plus_Tcandidate,298,98,1.1033477754564338,827.2980851320646,849.480646051097,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_Fz,Model-F_VHP_gamma_plus_Tcandidate,298,98,1.119111182271863,826.1146809570678,851.9943353626056,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-0_V,298,98,1.2218129155160853,851.1987973461289,862.2900778056451,V
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-0_VplusGamma,298,98,1.1224141916297883,824.6853833663473,839.4737573123689,V;G
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-A1_no_H,298,98,1.1507190878347766,818.218157152213,833.0065310982346,V;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-A2_no_P,298,98,1.1615493174826534,828.6864385267635,843.4748124727851,V;H
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-A3_no_T,298,98,1.1095476740874772,805.1518572798491,823.6373247123761,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-F_VHP_plus_Tcandidate,298,98,1.0563516232092376,804.1283510290959,826.3109119481284,V;H;P;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_alpha_power_F4,Model-F_VHP_gamma_plus_Tcandidate,298,98,1.077583394338481,797.1855085528581,823.065162958396,V;H;P;G;T
raw_qc_pass,target_locked,VisualCogA_Task-2,log_beta_power_F3,Model-0_V,298,98,0.9149450094926018,851.6727659465936,862.7640464061099,V
raw_qc_pass,target_locked,VisualCogA_Task-2,log_beta_power_F3,Model-0_VplusGamma,298,98,0.8765834029781328,813.6050152951316,828.3933892411532,V;G
raw_qc_pass,target_locked,VisualCogA_Task-2,log_beta_power_F3,Model-A1_no_H,298,98,0.8315013661539572,660.0013293449963,674.7897032910179,V;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_beta_power_F3,Model-A2_no_P,298,98,0.8929121925224537,836.1962899385775,850.9846638845991,V;H
raw_qc_pass,target_locked,VisualCogA_Task-2,log_beta_power_F3,Model-A3_no_T,298,98,0.8141072390747681,657.2731398674415,675.7586072999685,V;H;P
raw_qc_pass,target_locked,VisualCogA_Task-2,log_beta_power_F3,Model-F_VHP_plus_Tcandidate,298,98,0.8277963117166384,657.7806282884512,679.9631892074837,V;H;P;T
