trial,channel,clipping_ratio,longest_clip_s,peak_to_peak,jump,drift,peak_to_peak_z,jump_z,drift_z,clip_abnormal,amplitude_abnormal,jump_abnormal,drift_abnormal,is_abnormal
59,F3,0.0,0.0,172.4879835202563,23.65453574425876,21.56099794003228,-0.5146953846153853,-0.2868694456199797,-0.6846038730659295,False,False,False,False,False
59,Fz,0.0,0.0,171.38933394369417,19.287403677424237,31.9829098954757,0.4985097701149433,0.2840000000000679,0.785027310924368,False,False,False,False,False
59,F4,0.0,0.0,193.66750591287075,21.39620050354781,6.652933546959616,-0.47362013949433396,-0.6003614097969909,-0.7490970561925674,False,False,False,False,False
60,F3,0.0,0.0,530.8003356984818,26.016632333867406,270.8323796444649,1.2258110989010993,0.5968597122302163,1.4871970533162535,False,False,False,False,False
60,Fz,0.0,0.0,217.59365224689088,20.14496070801854,32.13550011444272,1.2810331417624536,0.7084893617022234,0.7931245498199292,False,False,False,False,False
60,F4,0.0,0.0,436.6216525520714,23.05180437933947,188.76935988403153,0.46268230165649504,0.27399044205506246,0.5601909815402139,False,False,False,False,False
61,F3,0.0,0.0,330.0221255817503,23.590447852292648,135.63744563973438,0.25052857142857143,-0.31084659331358383,0.30929816694589474,False,False,False,False,False
61,Fz,0.0,0.0,81.36110475318537,19.62920576791016,26.367589837491323,-1.0262220306513419,0.4531914893617505,0.487048919567822,False,False,False,False,False
61,F4,0.0,0.0,83.19218738078894,23.1052109559777,23.92614633401996,-0.899372537053182,0.3021953405017923,-0.6249148979425878,False,False,False,False,False
62,F3,0.0,0.0,416.8459601739529,23.28831921873805,321.6449225604639,0.6722763736263736,-0.4238817181548895,1.9299062284419066,False,False,False,False,False
62,Fz,0.0,0.0,169.985503929198,21.646448462653737,27.58831158922709,0.4747342911877383,1.4517234042556268,0.5518268307322902,False,False,False,False,False
62,F4,0.0,0.0,301.9760433356223,23.59349965667209,213.7788967727168,-0.05621813426329513,0.5600686977300879,0.7399918272749446,False,False,False,False,False
63,F3,0.0,0.0,871.6258487830929,23.410391393911627,303.45616845960177,2.8813750549450554,-0.3782109606432498,1.7714349561446756,False,False,False,False,False
63,Fz,0.0,0.0,129.9458304722666,19.5071335927368,2.1515220874341594,-0.2033837164750979,0.3927659574469545,-0.7979828931572581,False,False,False,False,False
63,F4,0.0,0.0,1118.791485465782,22.537575341420627,399.5269703212025,3.0916445510026165,0.0024175627239809714,2.075388834675125,False,False,False,False,False
64,F3,0.0,0.0,912.8252079041733,76.5453574425877,765.9876401922636,3.081501428571429,19.50112801523457,5.801284961072245,False,False,True,True,True
64,Fz,0.0,0.0,161.19630731670077,36.24170290684359,41.245136186770424,0.3258791187739435,8.676351063830731,1.2765297118847492,False,False,True,False,True
64,F4,0.0,0.0,1034.6532387273976,41.379415579461465,823.0411230640116,2.76739058413252,9.953105734768751,5.120155444417337,False,False,True,True,True
65,F3,0.0,0.0,185.21400778210113,24.66468299382011,66.62088960097657,-0.4528785714285722,0.09105607278883704,-0.2920152261752246,False,False,False,False,False
65,Fz,0.0,0.0,175.17357137407498,19.903868162050735,23.041123064011572,0.5626001915708838,0.5891489361702945,0.31052911164465735,False,False,False,False,False
65,F4,0.0,0.0,191.98901350423432,23.605706874189437,67.68902113374537,-0.4800887532693987,0.5665155316607883,-0.31029084329511225,False,False,False,False,False
66,F3,0.0,0.0,466.9871061264972,26.524757763027374,92.34760051880664,0.915837582417582,0.7869642403723976,-0.06786877894944414,False,False,False,False,False
66,Fz,0.0,0.0,136.9344625009536,19.50865949492636,1.0070954451819034,-0.08502318007662966,0.3935212765958362,-0.8587121848739456,False,False,False,False,False
66,F4,0.0,0.0,573.311970702678,22.418554970626445,153.09376668955525,0.9894626852659111,-0.0604390681003761,0.30370875010165127,False,False,False,False,False
67,F3,0.0,0.0,397.22285801480143,26.752117189288168,302.93736171511404,0.5769569230769236,0.8720260262378284,1.7669148024046535,False,False,False,False,False
67,Fz,0.0,0.0,147.2800793469138,22.23849851224528,41.901274128328396,0.09019176245210667,1.7447872340427542,1.3113478391356508,False,False,False,False,False
67,F4,0.0,0.0,352.452887769894,25.42915999084444,293.62935835812914,0.13831072362685282,1.529511350059882,1.3140600552980397,False,False,False,False,False
68,F3,0.0,0.0,224.18554970626394,28.02777141985198,20.26398107881289,-0.2635738461538461,1.3492854422344345,-0.6959042574159855,False,False,False,False,False
68,Fz,0.0,0.0,214.35873960479125,21.14442664225213,53.80331120775156,1.2262461685823771,1.2032234042554553,1.9429324729891864,False,False,False,False,False
68,F4,0.0,0.0,225.58937972075978,24.574654764629475,36.484321355001214,-0.35059886660854456,1.07823297491048,-0.5346305196389357,False,False,False,False,False
69,F3,0.0,0.0,174.6852826733807,27.762264438849222,23.880369268329844,-0.5040219780219783,1.2499515446465335,-0.6643961269340705,False,False,False,False,False
69,Fz,0.0,0.0,123.50652323186091,20.708018616006736,5.065995269703137,-0.31244080459770024,0.9872021276597482,-0.6433256302520988,False,False,False,False,False
69,F4,0.0,0.0,173.03730830853726,25.29945830472252,18.69230182345308,-0.5531252833478646,1.461013739546131,-0.6625425306985446,False,False,False,False,False
70,F3,0.0,0.0,276.646066987106,27.846189059281294,166.1554894331273,-0.008746263736264812,1.2813501904358742,0.5751895634177592,False,False,False,False,False
70,Fz,0.0,0.0,111.39085984588382,19.33165484092456,1.8768596932936248,-0.5176335249042162,0.30590425531917165,-0.8125579231692628,False,False,False,False,False
70,F4,0.0,0.0,168.00183108262775,25.03547722590973,32.77637903410391,-0.5725311246730597,1.321600955794644,-0.5612879970724567,False,False,False,False,False
71,F3,0.0,0.0,211.79522392614638,32.497138933394446,103.68505378805224,-0.3237600000000003,3.0214060516292838,0.03090987483985469,False,False,False,False,False
71,Fz,0.0,0.0,182.52841992828246,24.66620889600979,102.99839780270099,0.6871630268199229,2.9465000000003827,4.553482292917153,False,False,False,True,True
71,F4,0.0,0.0,265.53749904631115,26.50339513237212,125.44441901274149,-0.19664585876198773,2.0968327359621437,0.10492953565910543,False,False,False,False,False
72,F3,0.0,0.0,159.82299534599827,26.56900892652781,83.68047608148322,-0.5762157142857152,0.8035198899703728,-0.14338193554745224,False,False,False,False,False
72,Fz,0.0,0.0,161.4709697108417,19.731441214617977,35.8739604791333,0.33053084291188123,0.5037978723404546,0.9915069027611023,False,False,False,False,False
72,F4,0.0,0.0,214.57236591134506,24.040588998245383,129.7779812314031,-0.3930564952048824,0.7961839904422415,0.13608477677482336,False,False,False,False,False
73,F3,0.0,0.0,399.4201571679255,31.857785915922708,257.7401388570992,0.587630329670329,2.7822054591620247,1.3731296442298229,False,False,False,False,False
73,Fz,0.0,0.0,232.05920500495915,20.02594033722432,110.58213168535895,1.5260239463601564,0.6495744680852014,4.955915066026385,False,False,False,True,True
73,F4,0.0,0.0,523.1403067063401,22.360570687418964,384.8783093003738,0.7961099389712291,-0.09106152927124828,1.970075343579735,False,False,False,False,False
74,F3,0.0,0.0,504.55481803616397,24.438849469748988,144.68604562447547,1.098323186813187,0.006565171392301817,0.3881349659998033,False,False,False,False,False
74,Fz,0.0,0.0,151.18638895246795,17.824063477531027,7.003891050583661,0.15634961685823492,-0.44035106382980793,-0.5404906962785058,False,False,False,False,False
74,F4,0.0,0.0,727.9163805600061,21.34279392690909,312.4284733348592,1.5852808195292067,-0.6285663082439796,1.449212368870456,False,False,False,False,False
75,F3,0.0,0.0,501.77767605096517,25.157549401083322,48.264286259250866,1.0848331868131869,0.27545175624204116,-0.45194890115305,False,False,False,False,False
75,Fz,0.0,0.0,270.54245822842756,18.966964217593507,142.30563820859078,2.177782183908051,0.1253829787234031,6.639331032412929,False,False,False,True,True
75,F4,0.0,0.0,676.1577782864119,21.7074845502404,187.4265659571222,1.3858122929380998,-0.4359671445639958,0.5505372448564695,False,False,False,False,False
76,F3,0.0,0.0,277.409018081941,24.20386053253994,194.2778667887389,-0.00504021978022004,-0.08135103681757032,0.8202084852665826,False,False,False,False,False
76,Fz,0.0,0.0,123.65911345082793,19.439993896391123,16.449225604638684,-0.30985651340995984,0.35953191489365405,-0.03927160864345779,False,False,False,False,False
76,F4,0.0,0.0,300.29755092698554,23.553826199740662,195.0408178835736,-0.06268674803836115,0.5391164874552842,0.6052783199154261,False,False,False,False,False
77,F3,0.6956521739130435,1.58203125,821.8204013122759,20.23041123063996,724.6509498741132,2.6394445054945055,-1.5679341938214502,5.441135064551107,True,False,False,True,True
77,Fz,0.0,0.0,241.367208361944,23.132677195391807,122.88090333409633,1.6836657088122642,2.1874042553194553,5.608552521008377,False,False,False,True,True
77,F4,0.4492753623188406,1.10546875,829.9992370489051,23.04570077058061,739.5437552452888,1.9786901482127288,0.27076702508961376,4.519868545173621,True,False,False,True,True
78,F3,0.0,0.0,1336.4766918440528,46.95506218051427,773.8307774471656,5.1393935164835165,8.430536394413805,5.869619049965514,False,True,True,True,True
78,Fz,0.0,0.0,300.8773937590603,26.50186923018224,202.7924010070954,2.6915392720306612,3.855148936170629,9.849076530612193,False,False,True,True,True
78,F4,0.15607580824972128,0.52734375,1339.4064240482185,31.445792324711988,816.2203402761884,3.9418556233653006,4.7069946236566835,5.071118850126048,True,True,True,True,True
79,F3,0.0,0.0,201.14442664225214,26.768902113374487,118.24216067750058,-0.3754963736263746,0.8783057553956611,0.15774007095693332,False,False,False,False,False
79,Fz,0.0,0.0,139.74212252994573,20.33722438391702,42.75577935454339,-0.037472222222223614,0.8036595744682434,1.3566923769507764,False,False,False,False,False
79,F4,0.0,0.0,182.65049210345614,24.780651560235015,80.68970778973062,-0.5160777680906714,1.1870232974912167,-0.21682511994795517,False,False,False,False,False
80,F3,0.0,0.0,239.90234225986126,25.004959182116494,156.51178759441524,-0.18722934065934058,0.21836330935254533,0.49116788213265095,False,False,False,False,False
80,Fz,0.0,0.0,193.91165026321812,19.58648050659938,27.847714961470956,0.8799511494252894,0.4320425531915198,0.5655921368547406,False,False,False,False,False
80,F4,0.0,0.0,243.5034714274817,24.448004882887002,110.21591515983823,-0.28156111595466354,1.0113470728794616,-0.004552614458811178,False,False,False,False,False
81,F3,0.0,0.0,434.1496910048065,31.659418631265673,271.6411078049899,0.75632945054945,2.7079904782056214,1.4942431753227587,False,False,False,False,False
81,Fz,0.0,0.0,180.84992751964614,19.1348134584572,17.868314641031475,0.6587358237547937,0.2084680851064062,0.03603271308523453,False,False,False,False,False
81,F4,0.0,0.0,154.3297474631877,25.096513313496622,9.094377050431149,-0.6252209241499561,1.3538351254482304,-0.7315448076766685,False,False,False,False,False
82,F3,0.0,0.0,125.70382238498507,26.698710612649723,46.692607003891,-0.7419500000000009,0.8520450698264844,-0.46564230807135215,False,False,False,False,False
82,Fz,0.0,0.0,118.59311818112462,20.343327992675693,21.48470283054877,-0.3956549808429118,0.8066808510639849,0.22793727490997628,False,False,False,False,False
82,F4,0.0,0.0,126.98558022430768,23.076218814374144,7.492179751277888,-0.7306005231037488,0.2868841099164538,-0.7430634707652277,False,False,False,False,False
83,F3,0.0,0.0,414.83176928358887,24.031433585106935,4.486152437628732,0.6624924175824171,-0.14586098180288395,-0.8333701093919397,False,False,False,False,False
83,Fz,0.0,0.0,169.19203479057,18.393224994277897,6.988632028686936,0.46129597701149694,-0.15861702127653998,-0.5413004201680631,False,False,False,False,False
83,F4,0.0,0.0,306.4927138170443,21.03913939116511,12.573434042877807,-0.03881168265039241,-0.788931302270143,-0.7065328535415144,False,False,False,False,False
84,F3,0.0,0.0,532.0515754940106,28.772411688410557,422.7512016479744,1.23188901098901,1.6278770630553434,2.8108044249531923,False,False,False,False,False
84,Fz,0.0,0.0,159.30418860151053,18.80674448767827,23.1021591515983,0.2938339080459761,0.046074468085133984,0.31376800720287756,False,False,False,False,False
84,F4,0.0,0.0,1040.054932478828,23.210498207065047,730.7545586327916,2.7882077593722756,0.3577992831542065,4.4566804505163855,False,False,False,True,True
85,F3,0.0,0.0,742.0157167925538,26.129549095902853,353.0479896238653,2.251792307692309,0.6391051629284408,2.203508475411456,False,False,False,False,False
85,Fz,0.0,0.0,142.702372777905,19.536125734340466,53.48287174792114,0.012663026819924797,0.407117021276715,1.925928271308525,False,False,False,False,False
85,F4,0.0,0.0,365.2094300755323,21.953154802777114,107.85076676585027,0.18747218831735005,-0.3062246117085905,-0.02155635520858769,False,False,False,False,False
86,F3,0.0,0.0,208.46875715266663,26.865033951323724,72.67872129396505,-0.33991835164835166,0.914271476936094,-0.23923578397555958,False,False,False,False,False
86,Fz,0.0,0.0,144.22827496757463,19.873350118257406,16.51026169222547,0.0385059386973194,0.5740425531916012,-0.03603271308523453,False,False,False,False,False
86,F4,0.0,0.0,941.7868314641031,23.61943999389624,878.9349202716105,2.409499825632083,0.5737682198327143,5.521992233878182,False,False,False,True,True
87,F3,0.0,0.0,163.08842603189134,22.302586404211507,7.232776379034021,-0.5603538461538468,-0.792673085061343,-0.8094398837094725,False,False,False,False,False
87,Fz,0.0,0.0,167.94079499504073,17.73098344396115,12.039368276493462,0.4401047892720305,-0.48642553191493315,-0.27328181272508684,False,False,False,False,False
87,F4,0.0,0.0,220.8896009765774,21.219195849546022,49.1950865949492,-0.36871098517872714,-0.6938405017922858,-0.44324912580304177,False,False,False,False,False
88,F3,0.18729096989966554,0.6171875,1012.1309224078736,25.172808422979983,114.19851987487596,3.56388010989011,0.2811606009309825,0.12250946092441074,True,True,False,False,True
88,Fz,0.0,0.0,175.29564354924833,21.82345311665509,51.316090638590026,0.5646676245210716,1.5393404255320717,1.8109474789915871,False,False,False,False,False
88,F4,0.01560758082497213,0.04296875,1075.8831158922712,24.54261081864655,56.504158083466734,2.926283260680034,1.06131003584245,-0.39070208180857197,False,False,False,False,False
89,F3,0.0,0.0,226.19974059662775,26.948958571755536,121.26344701304652,-0.25378989010989067,0.9456701227253378,0.18406331920764826,False,False,False,False,False
89,Fz,0.0,0.0,149.87411306935223,22.2964827954526,16.388189517051842,0.13412471264367845,1.7734893617022698,-0.04251050420168406,False,False,False,False,False
89,F4,0.0,0.0,168.09338521400764,24.147402151522048,78.24826428625909,-0.5721782911944209,0.8525937873358082,-0.23437736846385407,False,False,False,False,False
90,F3,0.0,0.0,132.2041657129779,25.552758068207737,3.9978637369344483,-0.7103745054945056,0.4233108336859582,-0.8376243717354894,False,False,False,False,False
90,Fz,0.0,0.0,142.03097581445036,21.39925230792725,6.256198977645511,0.001292145593871174,1.3293617021279514,-0.5801671668667423,False,False,False,False,False
90,F4,0.0,0.0,151.9798580910964,23.352407110704167,2.517738612954929,-0.6342769834350479,0.43274372759858093,-0.7788261771163697,False,False,False,False,False
91,F3,0.0,0.0,1115.0682841229877,25.95559624628084,1060.1358052948808,4.063899560439561,0.5740243334744801,8.364079185966308,False,True,False,True,True
91,Fz,0.0,0.0,280.9796292057679,19.97253376058608,154.3144884412908,2.35454770114943,0.6231382978725312,7.276583733493354,False,False,False,True,True
91,F4,0.0,0.0,935.1949340047303,23.65453574425898,874.0978103303578,2.3840958151700082,0.5923028673836723,5.487216841506059,False,False,False,True,True
92,F3,0.0,0.0,295.59777218280306,23.83306630045017,170.56534676127262,0.08331186813186758,-0.2200759627591865,0.6136108702079441,False,False,False,False,False
92,Fz,0.0,0.0,83.98565651941715,18.313878080415186,29.571984435797788,-0.9817722222222232,-0.19789361702117036,0.6570909363745552,False,False,False,False,False
92,F4,0.0,0.0,394.6288242923629,22.206454566262266,252.35370412756538,0.3008493461203139,-0.1724528076464451,1.0173173538261362,False,False,False,False,False
93,F3,0.0,0.0,180.7583733882658,24.403753719386565,46.00595101853963,-0.4745218681318688,-0.006565171392301817,-0.4716248644919693,False,False,False,False,False
93,Fz,0.0,0.0,181.03303578240627,20.633249408712718,4.150453955901412,0.6618369731800772,0.95019148936177,-0.6919090636254448,False,False,False,False,False
93,F4,0.0,0.0,204.07415884641784,23.53856717784398,83.54314488441281,-0.4335147340889281,0.5310579450419092,-0.19631092949499943,False,False,False,False,False
94,F3,0.0,0.0,165.46883344777598,27.751583123521847,87.58678568703743,-0.5487909890109898,1.2459553533643821,-0.10934783679905426,False,False,False,False,False
94,Fz,0.0,0.0,124.54413672083604,21.277180132753568,27.344167238879834,-0.29486762452107573,1.2689361702129969,0.5388712484993912,False,False,False,False,False
94,F4,0.0,0.0,144.93018997482272,26.408789196612673,47.19615472648212,-0.6614451612903222,2.04686977299921,-0.4576200292754323,False,False,False,False,False
95,F3,0.0,0.0,279.4842450598918,27.772945754176952,38.6358434424352,0.00504021978022004,1.2539477359288176,-0.5358376367399249,False,False,False,False,False
95,Fz,0.0,0.0,141.87838559548322,22.4643320363165,10.620279240100672,-0.001292145593871174,1.856574468085375,-0.3485861344537792,False,False,False,False,False
95,F4,0.0,0.0,138.15518425268942,24.38391699092088,25.940337224384052,-0.6875548387096774,0.9775011947432573,-0.6104342929169706,False,False,False,False,False
96,F3,0.0,0.0,125.03242542153055,25.17891203173873,41.13832303349352,-0.7452113186813191,0.2834441388065896,-0.5140345422292312,False,False,False,False,False
96,Fz,0.0,0.0,133.6385137712673,21.940947585259813,13.076981765468929,-0.14084386973180008,1.5975000000002417,-0.2182205882352854,False,False,False,False,False
96,F4,0.0,0.0,156.4660105287253,25.552758068207684,2.2583352407110624,-0.6169881429816907,1.594785543608282,-0.7806911035211841,False,False,False,False,False
97,F3,0.0,0.0,605.4169527733271,25.860990310520936,78.84336614023044,1.5882621978021974,0.5386294964028165,-0.18552572188824276,False,False,False,False,False
97,Fz,0.0,0.0,201.72426947432677,19.32707713435566,26.291294728007927,1.0122668582375518,0.3036382978724174,0.48300030012004747,False,False,False,False,False
97,F4,0.0,0.0,613.9620050354772,23.355458915083407,115.54131380178535,1.14612074978204,0.4343554360812049,0.03373322761649222,False,False,False,False,False
98,F3,0.06131549609810479,0.21484375,1426.535439078355,24.995803768978618,1404.2572671091784,5.576854945054945,0.2149380025392257,11.362270572583043,True,True,False,True,True
98,Fz,0.0,0.0,552.1324483100634,21.53963530937673,373.4798199435415,6.946833141762469,1.3988510638300244,18.906647959183566,False,True,False,True,True
98,F4,0.0,0.0,1004.7150377660789,24.019226367589805,811.0170138094147,2.6520140366172615,0.784902031063399,5.033710620476539,False,False,False,True,True
99,F3,0.0,0.0,225.77248798352025,24.243533989471292,44.007019150072495,-0.25586527472527526,-0.06650804062631085,-0.4890407509608756,False,False,False,False,False
99,Fz,0.0,0.0,215.70153353170065,20.52033264667748,46.982528419928315,1.2489879310344862,0.8942978723406442,1.5809858943577386,False,False,False,False,False
99,F4,0.0,0.0,229.3125810635538,22.5345235370413,54.47470817120626,-0.3362503051438536,0.0008058542413101042,-0.4052923883874113,False,False,False,False,False
100,F3,0.0,0.0,272.3735408560311,25.874723430228176,121.21766994735646,-0.029500109890110343,0.5437674566229556,0.1836644821129407,False,False,False,False,False
100,Fz,0.0,0.0,143.86205844205392,20.46082246128026,30.350194552529388,0.03230363984674469,0.8648404255320777,0.6983868547419064,False,False,False,False,False
100,F4,0.0,0.0,156.9237811856259,23.103685053788137,16.93751430533291,-0.6152239755884922,0.3013894862605104,-0.675158209319347,False,False,False,False,False
