trial,channel,clipping_ratio,longest_clip_s,peak_to_peak,jump,drift,peak_to_peak_z,jump_z,drift_z,clip_abnormal,amplitude_abnormal,jump_abnormal,drift_abnormal,is_abnormal
53,Fz,0.0,0.0,317.1129930571451,19.484245059891606,149.98092622262908,2.966507854406138,0.3814361702128369,7.046622148859505,False,False,False,True,True
53,F4,0.0,0.0,1107.164110780499,23.78881513694946,16.678110933089272,3.0468346992153448,0.6632180406212017,-0.6770231357241597,False,False,False,False,False
54,F3,0.0,0.0,352.33081559472043,24.142824444952993,53.16243228809037,0.3588932967032966,-0.10418641557344999,-0.40927333201931615,False,False,False,False,False
54,Fz,0.0,0.0,122.01113908598472,18.554970626382783,15.976195925841353,-0.33776685823754593,-0.07855319148934517,-0.06437304921967447,False,False,False,False,False
54,F4,0.0,0.0,1026.2912947280079,22.590981918059033,15.625238422217024,2.735165126416739,0.03062246117080276,-0.6845925428966422,False,False,False,False,False
55,F3,0.0,0.0,257.450217441062,21.788357366292775,71.01548790722507,-0.10199032967033017,-0.985061151079138,-0.25372686508327685,False,False,False,False,False
55,Fz,0.0,0.0,128.1452658884565,19.320973525597097,6.225680933852345,-0.23387835249042255,0.3006170212767287,-0.5817866146458418,False,False,False,False,False
55,F4,0.0,0.0,216.25085831998172,21.51827267872138,110.20065613794156,-0.38658788142981687,-0.5358930704899312,-0.004662316012035337,False,False,False,False,False
56,F3,0.0,0.0,254.70359349965668,22.40634775310884,54.0169375143052,-0.11533208791208835,-0.7538529411765272,-0.4018283729181055,False,False,False,False,False
56,Fz,0.0,0.0,76.99702449073015,18.123140306706308,9.185931181811156,-1.1001327586206915,-0.29230851063828756,-0.4247001800720288,False,False,False,False,False
56,F4,0.0,0.0,142.30563820859084,20.636301213092274,32.74586099031046,-0.6715597210113339,-1.0016768219834684,-0.5615074001789058,False,False,False,False,False
57,F3,0.0,0.0,240.42114900434888,23.8437476157779,9.994659342336092,-0.184709230769231,-0.21607977147690233,-0.7853767123287686,False,False,False,False,False
57,Fz,0.0,0.0,186.31265735866327,18.989852750438743,5.310139620050336,0.7512534482758634,0.13671276595754178,-0.6303700480192028,False,False,False,False,False
57,F4,0.0,0.0,255.46654459449155,21.34126802471969,8.712901503013654,-0.23545754141237993,-0.6293721624851754,-0.7342873465072781,False,False,False,False,False
58,F3,0.0,0.0,150.75913633936068,24.696726939803124,85.60311284046679,-0.6202435164835169,0.10304464663562317,-0.12663077756972635,False,False,False,False,False
58,Fz,0.0,0.0,125.70382238498496,21.518272678721278,1.0986495765621953,-0.2752270114942558,1.3882765957448784,-0.8538538415366047,False,False,False,False,False
58,F4,0.0,0.0,163.057907988098,22.531471732662062,69.30647745479519,-0.5915841325196163,-0.0008058542413119804,-0.29866247865332973,False,False,False,False,False
