evaluation_scope,dataset,task,condition,n_trials,rmse,nrmse_by_observed_rms,fit_skill_vs_zero,mean_channel_correlation,F3_correlation,Fz_correlation,F4_correlation,mean_observable_mode_correlation,fit_time_start_ms,fit_time_end_ms
IN_SAMPLE_TRAINING_FIT_NOT_VALIDATION,VisualCogA_Task-1,Task1,left,29,40.83318686313074,2.136241547225915,-3.563527948094171,-0.3563854485798643,-0.8824762631894505,0.6347454110307414,-0.821425493580884,-0.682547871307959,0.0,796.875
IN_SAMPLE_TRAINING_FIT_NOT_VALIDATION,VisualCogA_Task-1,Task1,right,25,26.13643785862318,4.137847687364027,-16.121783483823826,-0.07978657163137316,-0.6499942624034049,0.3068173936400546,0.10381715386923075,-0.22421520739357606,0.0,796.875
IN_SAMPLE_TRAINING_FIT_NOT_VALIDATION,VisualCogA_Task-2,Task1,left,45,42.86094108845774,0.660346541327705,0.5639424453565376,0.9121678778717407,0.977127945472288,0.9228324680084673,0.8365432201344667,0.4854351472864016,0.0,796.875
IN_SAMPLE_TRAINING_FIT_NOT_VALIDATION,VisualCogA_Task-2,Task1,right,35,43.46194797805763,0.6562698384316711,0.5693098991648684,0.9196048829605931,0.8850284336016413,0.9235813905156723,0.9502048247644653,0.7967817406326171,0.0,796.875
IN_SAMPLE_TRAINING_FIT_NOT_VALIDATION,VisualCogB_Task-1,Task2,left,41,11.4226931473394,0.5584088839983982,0.6881795182716635,0.8359957888913944,0.9074820879139821,0.7656330743259248,0.834872204434276,0.6956042825847099,0.0,796.875
IN_SAMPLE_TRAINING_FIT_NOT_VALIDATION,VisualCogB_Task-1,Task2,right,42,20.055996204154948,1.5491963849494723,-1.4000094391405136,0.7276099605552576,0.6332026668467392,0.7943007401128451,0.7553264747061883,0.453602906154095,0.0,796.875
IN_SAMPLE_TRAINING_FIT_NOT_VALIDATION,VisualCogB_Task-2,Task2,left,37,32.8737119450506,1.1201698953971635,-0.2547805945540922,0.5235959477463349,0.06749241998656759,0.8828517471912957,0.6204436760611414,-0.2568381064303847,0.0,796.875
IN_SAMPLE_TRAINING_FIT_NOT_VALIDATION,VisualCogB_Task-2,Task2,right,43,40.38652991957486,0.6712619744773125,0.5494073616208199,0.8833381707597119,0.798502795870632,0.8991584052721383,0.9523533111363655,0.825608703708399,0.0,796.875
