task,record,fold,clean_trial_index_1based,cue_true,prediction,region_channel,region_start_ms,region_end_exclusive_ms,region_valid_points,total_curve_points,region_weight,weighted_loss_left,weighted_loss_right,residual_loss_left,residual_loss_right,empirical_curve_loss_left,empirical_curve_loss_right,algebraic_cancellation_max_abs_error,correct,window_source
Task1,VisualCogA_Task-2,2,20,left,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.02592033378999941,0.15490922094505266,2.6697943803699395,15.955649757340424,2.6697943803699395,15.955649757340424,0.0,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,21,right,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.3564601155382864,0.4854490026933395,36.7153919004435,50.001247277413974,36.7153919004435,50.00124727741399,1.4210854715202004e-14,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,22,left,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.7471970022240433,0.61820811506899,76.96129122907647,63.67543585210598,76.96129122907647,63.67543585210598,0.0,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,23,right,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.07470318648637778,0.203692073641431,7.6944282080969115,20.980283585067394,7.6944282080969115,20.980283585067397,3.552713678800501e-15,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,24,left,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.013148826526394049,0.1346724330634184,1.354329132218587,13.871260605532095,1.354329132218587,13.8712606055321,5.329070518200751e-15,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,25,left,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.07390030590972074,0.055088581245332474,7.611731508701237,5.674123868269246,7.611731508701237,5.674123868269248,2.6645352591003757e-15,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,26,right,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.1702924961299704,0.04130360897491717,17.540127101386954,4.254271724416469,17.540127101386954,4.254271724416468,8.881784197001252e-16,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,27,right,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.07499249103773971,0.053996396117313536,7.72422657688719,5.5616288000832945,7.72422657688719,5.561628800083297,2.6645352591003757e-15,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,28,right,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.2172140687829579,0.08822518162790467,22.373049084644666,9.087193707674182,22.373049084644666,9.08719370767418,1.7763568394002505e-15,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,29,left,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.23812007159114407,0.10913118443609082,24.52636737388784,11.240511996917355,24.52636737388784,11.240511996917354,1.7763568394002505e-15,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,30,right,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.02898099613593459,0.10000789101911865,2.985042602001263,10.300812774969222,2.985042602001263,10.300812774969224,1.7763568394002505e-15,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,31,right,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.018738473203838677,0.12347870617307619,1.9300627399953838,12.718306735826848,1.9300627399953838,12.718306735826848,0.0,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,2,32,left,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.14096717597987302,0.011978288824819801,14.519619125926923,1.2337637489564397,14.519619125926924,1.233763748956438,1.7763568394002505e-15,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,33,left,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.21720133520566154,0.17093831476008794,22.37173752618314,17.60664642028906,22.37173752618314,17.606646420289064,3.552713678800501e-15,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,34,left,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.009073848973217157,0.03718917147235644,0.9346064442413672,3.8304846616527133,0.9346064442413683,3.830484661652713,1.1102230246251565e-15,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,35,left,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.4369640635794532,0.48322708402502684,45.007298548683686,49.77238965457777,45.007298548683686,49.77238965457777,0.0,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,36,left,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.18914050073351926,0.23540352117909286,19.481471575552487,24.246562681446566,19.481471575552487,24.246562681446566,0.0,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,37,left,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.060870577369652026,0.10713359781522562,6.2696694690741595,11.03476057496824,6.269669469074159,11.03476057496824,8.881784197001252e-16,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,38,left,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.43298057925596745,0.47924359970154096,44.59699966336465,49.36209076925872,44.59699966336465,49.36209076925872,0.0,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,39,right,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.330249053524788,0.3765120739703616,34.01565251305317,38.78074361894725,34.01565251305317,38.78074361894725,0.0,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,40,right,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.19049326726166008,0.14423024681608648,19.62080652795099,14.855715422056909,19.62080652795099,14.855715422056909,0.0,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,41,right,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.4072028792642281,0.36093985881865454,41.9418965642155,37.17680545832142,41.9418965642155,37.17680545832142,0.0,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,42,right,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.24109703427260226,0.19483401382702864,24.832994530078036,20.067903424183953,24.832994530078036,20.067903424183957,3.552713678800501e-15,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,43,left,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.4445383106219027,0.39827529017632907,45.78744599405598,41.0223548881619,45.78744599405598,41.0223548881619,0.0,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,44,left,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.498966310054811,0.5452293305003846,51.39352993564554,56.15862104153962,51.39352993564554,56.15862104153961,7.105427357601002e-15,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,45,right,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.12094723757097223,0.16721025801654582,12.45756546981014,17.22265657570422,12.45756546981014,17.222656575704217,3.552713678800501e-15,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,46,right,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.21405933726596157,0.167796316820388,22.048111738394045,17.283020632499966,22.048111738394045,17.28302063249997,3.552713678800501e-15,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,47,right,right,Fz,265.625,289.0625,3,309,0.009708737864077669,0.04500514935201851,0.039090299475993025,4.635530383257907,4.026300846027282,4.635530383257909,4.026300846027284,1.7763568394002505e-15,1,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,3,48,right,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.04803026988740636,0.08396109970868156,4.947117798402855,8.6479932699942,4.9471177984028545,8.6479932699942,8.881784197001252e-16,0,14 exploratory all-trial search; window-selection leakage
Task1,VisualCogA_Task-2,4,49,left,left,Fz,265.625,289.0625,3,309,0.009708737864077669,0.3418722313397889,0.3777619943367468,35.21283982799826,38.90948541668492,35.21283982799826,38.90948541668492,0.0,1,14 exploratory all-trial search; window-selection leakage
