amplitude_refit,control,difference_retained_fraction,heldout_record,left_Fz_late_peak_ms,left_right_difference_rms_250_700,left_right_difference_rms_all,parameter_refit,regular_difference_rms_all,right_Fz_late_peak_ms
False,remove_position,1.866855887958028e-06,VisualCogA_Task-1,297.0,8.561740287404973e-06,6.952471721888287e-06,False,3.72416090965271,297.0
False,remove_cue_offset,1.126680389440306,VisualCogA_Task-1,250.0,4.734355449676514,4.195939064025879,False,3.72416090965271,250.0
False,remove_position,2.3163910538314747e-06,VisualCogA_Task-2,298.0,1.8165399069403065e-06,1.8990488115377957e-06,False,0.8198308348655701,298.0
False,remove_cue_offset,1.1270586839385193,VisualCogA_Task-2,250.0,1.043241262435913,0.9239974617958069,False,0.8198308348655701,250.0
False,remove_position,7.726311592539707e-07,VisualCogB_Task-1,298.0,2.437683406242286e-06,2.4394869342359016e-06,False,3.1573758125305176,298.0
False,remove_cue_offset,1.1270238437018094,VisualCogB_Task-1,250.0,4.017387866973877,3.5584378242492676,False,3.1573758125305176,250.0
False,remove_position,8.49884763139274e-07,VisualCogB_Task-2,297.0,2.0361726456030738e-06,2.0676120584539603e-06,False,2.432814598083496,297.0
False,remove_cue_offset,1.126684296416569,VisualCogB_Task-2,250.0,3.0926642417907715,2.741014003753662,False,2.432814598083496,250.0
