sample,stage,outer_held_out_record,candidate_order,name,representation,l2,edge_components,shrinkage,inner_mean_balanced_accuracy,inner_held_out_record,n_train,n_validation,accuracy,balanced_accuracy,auc,macro_f1
raw_qc_pass,cue_locked,VisualCogA_Task-2,1,logistic_baseline_13_l2_0.1,baseline_13,0.1,0,0.0,0.48417641591400457,VisualCogB_Task-2,198,93,0.5053763440860215,0.5067067530064755,0.515263644773358,0.49835834896810505
raw_qc_pass,cue_locked,VisualCogA_Task-2,2,logistic_baseline_13_l2_10,baseline_13,10.0,0,0.0,0.47815775463786564,VisualCogA_Task-1,191,100,0.47,0.47705314009661837,0.49396135265700486,0.468671679197995
raw_qc_pass,cue_locked,VisualCogA_Task-2,2,logistic_baseline_13_l2_10,baseline_13,10.0,0,0.0,0.47815775463786564,VisualCogB_Task-1,193,98,0.5102040816326531,0.5045986622073578,0.5025083612040134,0.5027484143763213
raw_qc_pass,cue_locked,VisualCogA_Task-2,2,logistic_baseline_13_l2_10,baseline_13,10.0,0,0.0,0.47815775463786564,VisualCogB_Task-2,198,93,0.45161290322580644,0.45282146160962067,0.5129509713228492,0.4451982688033688
raw_qc_pass,cue_locked,VisualCogA_Task-2,3,logistic_baseline_13_l2_100,baseline_13,100.0,0,0.0,0.4862763805101147,VisualCogA_Task-1,191,100,0.48,0.49597423510466987,0.49879227053140096,0.4663382594417077
raw_qc_pass,cue_locked,VisualCogA_Task-2,3,logistic_baseline_13_l2_100,baseline_13,100.0,0,0.0,0.4862763805101147,VisualCogB_Task-1,193,98,0.45918367346938777,0.4665551839464883,0.5033444816053512,0.45458363960936676
raw_qc_pass,cue_locked,VisualCogA_Task-2,3,logistic_baseline_13_l2_100,baseline_13,100.0,0,0.0,0.4862763805101147,VisualCogB_Task-2,198,93,0.4946236559139785,0.49629972247918597,0.505550416281221,0.4829054773453212
raw_qc_pass,cue_locked,VisualCogA_Task-2,4,logistic_erp_100ms_l2_0.1,erp_100ms,0.1,0,0.0,0.4390207530047185,VisualCogA_Task-1,191,100,0.43,0.4416264090177134,0.46739130434782605,0.42301852414211966
raw_qc_pass,cue_locked,VisualCogA_Task-2,4,logistic_erp_100ms_l2_0.1,erp_100ms,0.1,0,0.0,0.4390207530047185,VisualCogB_Task-1,193,98,0.4387755102040816,0.44481605351170567,0.38795986622073575,0.4358974358974359
raw_qc_pass,cue_locked,VisualCogA_Task-2,4,logistic_erp_100ms_l2_0.1,erp_100ms,0.1,0,0.0,0.4390207530047185,VisualCogB_Task-2,198,93,0.43010752688172044,0.43061979648473636,0.4569842738205365,0.4290513147225762
