比较类型,条件,真实Trial数,F3波形相关,Fz波形相关,F4波形相关,平均波形相关,F3模拟晚期峰值,F3真实晚期峰值,F3模拟峰时间(ms),F3真实峰时间(ms),F3峰时间差(ms),Fz模拟晚期峰值,Fz真实晚期峰值,Fz模拟峰时间(ms),Fz真实峰时间(ms),Fz峰时间差(ms),F4模拟晚期峰值,F4真实晚期峰值,F4模拟峰时间(ms),F4真实峰时间(ms),F4峰时间差(ms),晚期空间余弦相似度,模拟晚期F4-F3均值,真实晚期F4-F3均值
单条件,双圆点目标,134,0.7963482406502206,0.6359215003768126,0.6195229599741964,0.6839309003337433,0.2669558823108673,18.154573440551758,306.0,433.0,127.0,0.2669558525085449,16.401472091674805,306.0,440.0,134.0,0.2669558823108673,15.637091636657715,306.0,441.0,135.0,0.9884049971067693,6.530389367821682e-10,-3.753364086151123
