record_type,dataset,stage,condition,n_trials,total_trials,unclassified_trials,event_channel_label,event_trials_without_marker,trials_with_multiple_post_target_events,first_event_median_time_ms,condition_mapping,event_timing_note,compare_window_ms,late_window_ms,max_lag_search_ms,effective_max_lag_ms,real_sample_interval_ms,mean_zero_lag_r,mean_best_lag_r,late_topography_cosine,sim_late_f4_minus_f3_common_scale,real_late_f4_minus_f3_common_scale,f3_zero_lag_r,f3_best_lag_r,f3_best_lag_real_delay_ms,f3_best_lag_at_search_limit,f3_sim_late_positive_peak,f3_real_late_positive_peak,f3_sim_peak_time_ms,f3_real_peak_time_ms,f3_sim_peak_at_window_boundary,f3_peak_time_difference_ms,f3_real_peak_at_window_boundary,f3_sim_late_mean_common_scale,f3_real_late_mean_common_scale,fz_zero_lag_r,fz_best_lag_r,fz_best_lag_real_delay_ms,fz_best_lag_at_search_limit,fz_sim_late_positive_peak,fz_real_late_positive_peak,fz_sim_peak_time_ms,fz_real_peak_time_ms,fz_sim_peak_at_window_boundary,fz_peak_time_difference_ms,fz_real_peak_at_window_boundary,fz_sim_late_mean_common_scale,fz_real_late_mean_common_scale,f4_zero_lag_r,f4_best_lag_r,f4_best_lag_real_delay_ms,f4_best_lag_at_search_limit,f4_sim_late_positive_peak,f4_real_late_positive_peak,f4_sim_peak_time_ms,f4_real_peak_time_ms,f4_sim_peak_at_window_boundary,f4_peak_time_difference_ms,f4_real_peak_at_window_boundary,f4_sim_late_mean_common_scale,f4_real_late_mean_common_scale
condition,VisualCogA_Task-2,Stage2,dots,80,80,0,TgtAct:L-2/R+2,,,,all trials averaged as the double-dot condition,target onset at 0 ms relative time,0-500,250-500,100,93.75,7.8125,0.8637844150840323,0.9119355399925344,0.9670659020757884,-1.1253864506954869e-10,-0.22279717499565344,0.93482033985895,0.9433901069565351,93.75,True,0.2586119621992111,34.07724221379199,432.81249999999983,448.43749999999983,False,15.625,False,0.9562590896308978,0.7928722030155576,0.8053492505637598,0.876870663898747,93.75,True,0.2586119621992111,22.17283503253876,432.81249999999983,440.62499999999983,False,7.8125,False,0.9562590475414581,0.4131011703687931,0.8511836548293868,0.9155458491223211,93.75,True,0.2586119621992111,27.89232486664015,432.81249999999983,495.31249999999983,False,62.5,True,0.9562590895183591,0.5700750280199042
