preprocessing,target_stimulus_candidate,target_onset_candidate_s,target_duration_s_assumption,match_evidence_scenario,heldout_record,cue_side,model,evaluation_window,window_start_s,window_stop_s,rmse_raw_units,nrmse_by_heldout_sd,correlation,n_train_records,n_train_record_cue_means,n_test_trials_in_cue_group,fit_parameters_train_only,response_channel_used
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,right,Training_mean_template,late_stage,0.8,2.8,194.89514998948022,4.505420300193029,-0.5400529536959167,3,6,41,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,right,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,239.83526899618826,6.98716665403749,-0.7639552765626814,3,6,41,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,left,Q2_visual_only,cue_stage,0.0,0.8,62.97236133620499,1.2542277405148345,0.11252714505563517,3,6,49,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,left,Q2_visual_only,late_stage,0.8,2.8,60.41301663029672,1.7235332670471486,0.04591723551744352,3,6,49,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,left,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,71.1968855716531,2.592434577239246,-0.2205049142810753,3,6,49,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,right,Q2_visual_only,cue_stage,0.0,0.8,109.77550905386025,1.5559034439245185,-0.1438092675031611,3,6,41,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,right,Q2_visual_only,late_stage,0.8,2.8,197.61805978723353,4.568366212798112,-0.47753297407780904,3,6,41,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,right,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,233.51661061512152,6.803083973774373,-0.6584376102633005,3,6,41,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,left,Q2_plus_memory,cue_stage,0.0,0.8,56.40347665179999,1.1233945111328683,0.22864212303200174,3,6,49,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,left,Q2_plus_memory,late_stage,0.8,2.8,64.60189563666333,1.8430385114763375,-0.04571405398661626,3,6,49,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,left,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,86.7682035255675,3.1594203765869953,-0.36776970178556395,3,6,49,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,right,Q2_plus_memory,cue_stage,0.0,0.8,102.41984920683069,1.4516479812355196,-0.021992863542764557,3,6,41,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,right,Q2_plus_memory,late_stage,0.8,2.8,200.1998863444853,4.628050683054285,-0.5555633989176163,3,6,41,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,right,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,244.17267925814724,7.113529254809612,-0.7620356681916006,3,6,41,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,left,Q2_plus_memory_control,cue_stage,0.0,0.8,54.11887524679335,1.0778918430197848,0.3066138856332714,3,6,49,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,left,Q2_plus_memory_control,late_stage,0.8,2.8,64.75791120924079,1.8474895063862624,-0.03285633688174694,3,6,49,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,left,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,86.65834541778302,3.1554202022124587,-0.40150798871201626,3,6,49,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,right,Q2_plus_memory_control,cue_stage,0.0,0.8,99.79754082592851,1.4144806870362643,0.05739669287965262,3,6,41,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,right,Q2_plus_memory_control,late_stage,0.8,2.8,200.35180836715605,4.631562687149945,-0.5263885276972793,3,6,41,True,False
none,dots,2.2,0.2,-1.0,VisualCogA_Task-2,right,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,242.64094767354518,7.068905026289504,-0.780599236323417,3,6,41,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Training_mean_template,cue_stage,0.0,0.8,30.33075629867405,1.1671982803593115,0.6762753600671128,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Training_mean_template,late_stage,0.8,2.8,47.76044260519691,1.307891646133743,0.25417606538143633,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,59.91640472171523,1.2891534388494987,0.7961337222116565,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Training_mean_template,cue_stage,0.0,0.8,86.7423138020746,2.5508449339678005,0.029317347683828418,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Training_mean_template,late_stage,0.8,2.8,111.82341068398667,1.5738089517534397,0.2328057661890107,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,106.04275074272239,1.340722059409212,0.4520682831316366,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Q2_visual_only,cue_stage,0.0,0.8,51.684436208955994,1.9889377129402868,0.6231770383090909,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Q2_visual_only,late_stage,0.8,2.8,55.20071081044326,1.511639017385645,0.293215796283821,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,75.54821532138155,1.625485408092312,0.537575467456564,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Q2_visual_only,cue_stage,0.0,0.8,72.78563884156371,2.1404187871706535,0.4275641596134445,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Q2_visual_only,late_stage,0.8,2.8,78.33707492912846,1.102520384806125,0.5780563279386726,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,81.22880817880174,1.0269938701332015,0.48171771045261613,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Q2_plus_memory,cue_stage,0.0,0.8,47.491533575896284,1.8275850353205974,0.6532685636971683,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Q2_plus_memory,late_stage,0.8,2.8,55.714098213744414,1.5256978296449522,0.3385741509460932,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,78.69122941452098,1.693110083593822,0.6591738732392471,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Q2_plus_memory,cue_stage,0.0,0.8,70.20494052369371,2.0645277837872453,0.23740847323088687,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Q2_plus_memory,late_stage,0.8,2.8,77.85320972524374,1.0957104387969856,0.5963254204669121,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,79.99306641615144,1.0113701124570345,0.5940436129238583,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Q2_plus_memory_control,cue_stage,0.0,0.8,50.319407849963575,1.9364082363400843,0.6526372497037914,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Q2_plus_memory_control,late_stage,0.8,2.8,56.64130654491274,1.5510888847611102,0.27127472279426745,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,left,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,82.90058813991357,1.7836780891574853,0.6705037018428284,3,6,43,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Q2_plus_memory_control,cue_stage,0.0,0.8,73.76291169622507,2.169157604492328,0.17280629838752726,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Q2_plus_memory_control,late_stage,0.8,2.8,77.77076356799095,1.0945500869571656,0.5773785625936331,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-1,right,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,83.00207356754161,1.0494136584470535,0.5866621802618175,3,6,45,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Training_mean_template,cue_stage,0.0,0.8,63.2138714343876,1.2292311223231638,0.9634197574214081,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Training_mean_template,late_stage,0.8,2.8,97.65021851600747,2.2596645567823304,0.6605098055625932,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,111.92058376690936,2.669945848842001,0.7638155595056176,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Training_mean_template,cue_stage,0.0,0.8,74.10254107893448,1.1155363853672184,0.9298987076586458,3,6,47,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Training_mean_template,late_stage,0.8,2.8,77.11685725509513,1.4163081329371616,0.35038858443652277,3,6,47,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,67.65758441469684,1.1362065903523808,0.39991481881973406,3,6,47,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Q2_visual_only,cue_stage,0.0,0.8,58.476617445005196,1.137112416318224,0.5326236551993203,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Q2_visual_only,late_stage,0.8,2.8,79.24891079847275,1.833851041158275,0.7078494175235915,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,89.9616178068246,2.1460989563696127,0.7375223990984338,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Q2_visual_only,cue_stage,0.0,0.8,86.67205208432546,1.3047572497077715,0.30786097933826695,3,6,47,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Q2_visual_only,late_stage,0.8,2.8,101.9196348775215,1.8718294925521293,0.5255074148646839,3,6,47,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,94.73435454776505,1.5909199079618364,0.5907470513762721,3,6,47,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Q2_plus_memory,cue_stage,0.0,0.8,60.628318704602734,1.1789535200858448,0.6336111963668465,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Q2_plus_memory,late_stage,0.8,2.8,78.23849524502937,1.8104696268774318,0.6827354095860264,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,84.8577144570277,2.024341678994599,0.6948755238692088,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Q2_plus_memory,cue_stage,0.0,0.8,87.99389103902018,1.3246561550366323,0.46160433569546294,3,6,47,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Q2_plus_memory,late_stage,0.8,2.8,101.47336783483884,1.8636334681741842,0.4637311674578811,3,6,47,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,90.97111422719112,1.5277219902367825,0.4850624884174981,3,6,47,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Q2_plus_memory_control,cue_stage,0.0,0.8,59.26192649383553,1.1523832152988909,0.6624407865344405,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Q2_plus_memory_control,late_stage,0.8,2.8,78.20990652725992,1.8098080726766403,0.6889931279491393,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,left,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,83.31009056006239,1.9874220002349097,0.7139247554171417,3,6,44,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Q2_plus_memory_control,cue_stage,0.0,0.8,86.56498948181981,1.3031455340112754,0.49786193530850625,3,6,47,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Q2_plus_memory_control,late_stage,0.8,2.8,101.61720895921539,1.8662752168340322,0.4569164810521751,3,6,47,True,False
none,dots,2.2,0.2,-1.0,VisualCogB_Task-2,right,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,89.67385306431001,1.5059364550979675,0.49458672695877026,3,6,47,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Training_mean_template,cue_stage,0.0,0.8,90.1585675739132,3.3956714746772474,-0.24359713848395168,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Training_mean_template,late_stage,0.8,2.8,120.68295611953907,2.5989351536653182,0.4474960472766061,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,123.40873079983828,2.6748491130763927,0.7976856668348464,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Training_mean_template,cue_stage,0.0,0.8,78.07957539471936,13.061849097414253,0.06679067000787269,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Training_mean_template,late_stage,0.8,2.8,155.19115609643598,4.338950443631611,0.2707080293263396,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,190.75428703577919,4.609686595103582,0.6121985196158213,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Q2_visual_only,cue_stage,0.0,0.8,107.20775911859923,4.037800724868994,0.29744793590067986,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Q2_visual_only,late_stage,0.8,2.8,129.8787327281413,2.7969683131255234,0.6475921918615075,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,135.6707549726475,2.9406249967645426,0.5635906492717402,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Q2_visual_only,cue_stage,0.0,0.8,81.54555791369732,13.64166962548833,-0.43146812914099164,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Q2_visual_only,late_stage,0.8,2.8,114.06497947531138,3.189114030374821,0.15475096695614235,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,139.58998046568956,3.3732718239919146,0.3715845448370843,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Q2_plus_memory,cue_stage,0.0,0.8,109.45589012220775,4.122472814562884,0.3330039305702981,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Q2_plus_memory,late_stage,0.8,2.8,130.24028746387532,2.804754477327058,0.6096375171124828,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,142.54499896929116,3.0896222787098253,0.6047244470320666,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Q2_plus_memory,cue_stage,0.0,0.8,83.52564709233305,13.97291663752718,-0.37604119621769727,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Q2_plus_memory,late_stage,0.8,2.8,114.7933868937587,3.2094793899153644,0.10025171349205823,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,146.70829373897675,3.5452899410445875,0.4009307933537827,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Q2_plus_memory_control,cue_stage,0.0,0.8,103.69304091089626,3.9054247490678997,0.011700218550524846,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Q2_plus_memory_control,late_stage,0.8,2.8,132.17307697863703,2.8463775430528786,0.5488817954928866,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,left,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,150.78195502531096,3.268155956660289,0.7109762152157049,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Q2_plus_memory_control,cue_stage,0.0,0.8,75.84765032704217,12.688472727430726,-0.36094155670159944,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Q2_plus_memory_control,late_stage,0.8,2.8,117.33013420493705,3.280403669030722,0.07055154823220561,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-1,right,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,155.35381506483995,3.754213915351066,0.5499700721084737,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Training_mean_template,cue_stage,0.0,0.8,49.257960094280094,0.9810764386232242,0.794194186385945,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Training_mean_template,late_stage,0.8,2.8,62.899753492085416,1.7944778075906822,0.1473251682388706,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,85.80375759854347,3.124302787537705,-0.3957291072700665,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Training_mean_template,cue_stage,0.0,0.8,87.82290746095246,1.2447581919835802,0.7458025461087507,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Training_mean_template,late_stage,0.8,2.8,194.89514998948022,4.505420300193029,-0.5400529536959167,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,239.83526899618826,6.98716665403749,-0.7639552765626814,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Q2_visual_only,cue_stage,0.0,0.8,62.97236133620499,1.2542277405148345,0.11252714505563517,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Q2_visual_only,late_stage,0.8,2.8,60.41301663029672,1.7235332670471486,0.04591723551744352,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,71.1968855716531,2.592434577239246,-0.2205049142810753,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Q2_visual_only,cue_stage,0.0,0.8,109.77550905386025,1.5559034439245185,-0.1438092675031611,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Q2_visual_only,late_stage,0.8,2.8,197.61805978723353,4.568366212798112,-0.47753297407780904,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,233.51661061512152,6.803083973774373,-0.6584376102633005,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Q2_plus_memory,cue_stage,0.0,0.8,63.67250383348793,1.268172558904561,0.08972492916530644,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Q2_plus_memory,late_stage,0.8,2.8,60.43483670253462,1.7241557756138295,0.05261732854677641,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,72.04859437212124,2.6234471605333627,-0.2399560113589476,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Q2_plus_memory,cue_stage,0.0,0.8,110.11266883239725,1.5606821788636673,-0.15609862204664363,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Q2_plus_memory,late_stage,0.8,2.8,197.5375871250175,4.56650591424282,-0.45609960990227105,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,232.8734549973058,6.784346798441623,-0.6710479006352806,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Q2_plus_memory_control,cue_stage,0.0,0.8,54.59441511535678,1.0873632251026117,0.288860869540865,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Q2_plus_memory_control,late_stage,0.8,2.8,64.58239136823458,1.8424820708719545,-0.022359147994447007,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,left,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,86.08259969539289,3.1344560391533927,-0.3660287575657718,3,6,49,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Q2_plus_memory_control,cue_stage,0.0,0.8,100.2965989443206,1.4215540884881654,0.041579456304214814,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Q2_plus_memory_control,late_stage,0.8,2.8,200.37082588831638,4.632002318027879,-0.5228603277955118,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogA_Task-2,right,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,242.61836814575426,7.068247212598028,-0.7583166865306131,3,6,41,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Training_mean_template,cue_stage,0.0,0.8,30.33075629867405,1.1671982803593115,0.6762753600671128,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Training_mean_template,late_stage,0.8,2.8,47.76044260519691,1.307891646133743,0.25417606538143633,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,59.91640472171523,1.2891534388494987,0.7961337222116565,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Training_mean_template,cue_stage,0.0,0.8,86.7423138020746,2.5508449339678005,0.029317347683828418,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Training_mean_template,late_stage,0.8,2.8,111.82341068398667,1.5738089517534397,0.2328057661890107,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,106.04275074272239,1.340722059409212,0.4520682831316366,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Q2_visual_only,cue_stage,0.0,0.8,51.684436208955994,1.9889377129402868,0.6231770383090909,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Q2_visual_only,late_stage,0.8,2.8,55.20071081044326,1.511639017385645,0.293215796283821,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,75.54821532138155,1.625485408092312,0.537575467456564,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Q2_visual_only,cue_stage,0.0,0.8,72.78563884156371,2.1404187871706535,0.4275641596134445,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Q2_visual_only,late_stage,0.8,2.8,78.33707492912846,1.102520384806125,0.5780563279386726,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Q2_visual_only,candidate_target_600ms,2.2,2.8000000000000003,81.22880817880174,1.0269938701332015,0.48171771045261613,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Q2_plus_memory,cue_stage,0.0,0.8,53.917096739853484,2.0748557001684387,0.6000243487121482,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Q2_plus_memory,late_stage,0.8,2.8,56.29425742347636,1.5415851485734706,0.22207932652402593,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,81.17222941057146,1.7464909513469717,0.5408549935146049,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Q2_plus_memory,cue_stage,0.0,0.8,74.5897231314371,2.193471779067722,0.41005002904765564,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Q2_plus_memory,late_stage,0.8,2.8,78.30505912831478,1.1020697926303906,0.5621809818855809,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Q2_plus_memory,candidate_target_600ms,2.2,2.8000000000000003,84.07051359131576,1.0629221830656306,0.4940465158225453,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Q2_plus_memory_control,cue_stage,0.0,0.8,51.35236512517124,1.976158842735604,0.6741851165165528,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Q2_plus_memory_control,late_stage,0.8,2.8,56.51552196310438,1.5476443479271556,0.2717089499445482,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,left,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,82.83889058162303,1.7823506126540423,0.6383106798341804,3,6,43,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Q2_plus_memory_control,cue_stage,0.0,0.8,74.38865057378725,2.187558806579907,0.1901742258027646,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Q2_plus_memory_control,late_stage,0.8,2.8,77.70093494213206,1.0935673149616312,0.5737874021997752,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-1,right,Q2_plus_memory_control,candidate_target_600ms,2.2,2.8000000000000003,82.83392065488866,1.0472876638102802,0.5763869254997127,3,6,45,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-2,left,Training_mean_template,cue_stage,0.0,0.8,63.2138714343876,1.2292311223231638,0.9634197574214081,3,6,44,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-2,left,Training_mean_template,late_stage,0.8,2.8,97.65021851600747,2.2596645567823304,0.6605098055625932,3,6,44,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-2,left,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,111.92058376690936,2.669945848842001,0.7638155595056176,3,6,44,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-2,right,Training_mean_template,cue_stage,0.0,0.8,74.10254107893448,1.1155363853672184,0.9298987076586458,3,6,47,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-2,right,Training_mean_template,late_stage,0.8,2.8,77.11685725509513,1.4163081329371616,0.35038858443652277,3,6,47,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-2,right,Training_mean_template,candidate_target_600ms,2.2,2.8000000000000003,67.65758441469684,1.1362065903523808,0.39991481881973406,3,6,47,True,False
none,dots,2.2,0.2,1.0,VisualCogB_Task-2,left,Q2_visual_only,cue_stage,0.0,0.8,58.476617445005196,1.137112416318224,0.5326236551993203,3,6,44,True,False
