record_type,dataset,stage,condition,n_trials,total_trials,unclassified_trials,event_channel_label,event_trials_without_marker,trials_with_multiple_post_target_events,first_event_median_time_ms,condition_mapping,event_timing_note,compare_window_ms,late_window_ms,max_lag_search_ms,effective_max_lag_ms,real_sample_interval_ms,mean_zero_lag_r,mean_best_lag_r,late_topography_cosine,sim_late_f4_minus_f3_common_scale,real_late_f4_minus_f3_common_scale,f3_zero_lag_r,f3_best_lag_r,f3_best_lag_real_delay_ms,f3_best_lag_at_search_limit,f3_sim_late_positive_peak,f3_real_late_positive_peak,f3_sim_peak_time_ms,f3_real_peak_time_ms,f3_sim_peak_at_window_boundary,f3_peak_time_difference_ms,f3_real_peak_at_window_boundary,f3_sim_late_mean_common_scale,f3_real_late_mean_common_scale,fz_zero_lag_r,fz_best_lag_r,fz_best_lag_real_delay_ms,fz_best_lag_at_search_limit,fz_sim_late_positive_peak,fz_real_late_positive_peak,fz_sim_peak_time_ms,fz_real_peak_time_ms,fz_sim_peak_at_window_boundary,fz_peak_time_difference_ms,fz_real_peak_at_window_boundary,fz_sim_late_mean_common_scale,fz_real_late_mean_common_scale,f4_zero_lag_r,f4_best_lag_r,f4_best_lag_real_delay_ms,f4_best_lag_at_search_limit,f4_sim_late_positive_peak,f4_real_late_positive_peak,f4_sim_peak_time_ms,f4_real_peak_time_ms,f4_sim_peak_at_window_boundary,f4_peak_time_difference_ms,f4_real_peak_at_window_boundary,f4_sim_late_mean_common_scale,f4_real_late_mean_common_scale
condition,VisualCogA_Task-1,Stage1,left,29,54,0,Action:L-1/R+1,,,,"cue_type: -1=left, +1=right",cue onset at 0 ms; cue offset at 200 ms,0-800,450-700,100,93.75,7.8125,-0.40991378822011354,-0.32658706854686753,-0.7383154303617949,0.0023739434262423087,-0.14674129818024795,-0.9376949967755893,-0.860257697217791,-93.75,True,0.2476517902687192,-23.447644234779297,570.3125,492.1875,False,-78.125,False,0.9829035966990457,-0.7989418236260044,0.6190953737846282,0.7416186946526448,-93.75,True,0.24792582169175148,6.802440084527179,570.3125,632.8125,False,62.5,False,0.9840905218014536,0.1500680551081218,-0.9111417416693794,-0.8611222030754565,-93.75,True,0.2481998624280095,-29.35031895708959,570.3125,484.375,False,-85.9375,False,0.985277540125288,-0.9456831218062524
condition,VisualCogA_Task-1,Stage1,right,25,54,0,Action:L-1/R+1,,,,"cue_type: -1=left, +1=right",cue onset at 0 ms; cue offset at 200 ms,0-800,450-700,100,93.75,7.8125,0.17674813563761352,0.25456277775427755,-0.25755232730551975,-0.0023739478821092064,0.8909850226769357,-0.3407744790856947,-0.16582922024198515,-93.75,True,0.2481998624280095,-5.25785136653853,570.3125,476.5625,False,-93.75,False,0.9852775674467878,-0.6145896921620398,0.5665862555729173,0.5972315358134481,-85.9375,False,0.24792582169175148,3.215480959816621,570.3125,695.3125,False,125.0,True,0.9840905463087217,0.038173132217810254,0.30443263042561797,0.33228601769136973,-93.75,True,0.24765178561210632,6.728301334161703,570.3125,476.5625,False,-93.75,False,0.9829036195646786,0.27639533051489584
condition_difference,VisualCogA_Task-1,Stage1,left-right,,54,0,Action:L-1/R+1,,,,"cue_type: -1=left, +1=right",cue onset at 0 ms; cue offset at 200 ms,0-800,450-700,100,93.75,7.8125,-0.01741811532308213,0.3298833121108602,-0.3217249850704184,0.9526509262431158,-0.45548714590628764,0.5087218359615936,0.7988000802914977,93.75,True,-0.0004300633445382118,-13.5804515764022,695.3125,632.8125,True,-62.5,False,-0.4763304980744834,-0.4378609023324987,-0.14701522039826145,0.2380832403097538,54.6875,False,3.818422555923462e-08,10.125976031405157,601.5625,632.8125,False,31.25,False,-4.917313838497533e-06,0.11111367036070119,-0.41396096153257855,-0.047233384268671005,-93.75,True,0.0009035486727952957,-31.1134864915974,453.125,632.8125,True,179.6875,False,0.47632042816863235,-0.8933480482387863
