record,pre_cue_left_right_baseline_diff_rms_first,pre_cue_left_right_baseline_diff_rms_second,pre_cue_baseline_lr_difference_cosine,pre_cue_common_baseline_rms_first,pre_cue_common_baseline_rms_second,pre_cue_common_block_change_rms
VisualCogA_Task-1,8.774235026158076,13.043956218158439,-0.09116783637667183,3.7945201216240734,5.05967381067105,3.158391720186586
VisualCogA_Task-2,11.738773347813128,33.769289350404975,-0.8888103916165155,34.2504778240181,25.483914618439865,21.2148480043894
VisualCogB_Task-1,12.848930777447915,32.46847775578677,-0.8687545960683024,4.730982767053934,20.916177909381215,17.537109339297828
VisualCogB_Task-2,23.499367034643242,60.29350479283048,0.9121753285174389,15.847721964838662,27.256042635080757,25.580199913028853
