条件,晚期峰窗(ms),F3晚期峰值,F3晚期峰时间(ms),Fz晚期峰值,Fz晚期峰时间(ms),F4晚期峰值,F4晚期峰时间(ms),F4-F3全时段最大差,F4-F3全时段最大差时间(ms),F4-F3晚期窗最大差,F4-F3晚期窗最大差时间(ms)
双圆点,250–500,0.25862160325050354,429.0,0.25862157344818115,429.0,0.25862160325050354,429.0,2.9802322387695312e-08,347.0,2.9802322387695312e-08,347.0
