record_type,dataset,stage,condition,n_trials,total_trials,unclassified_trials,event_channel_label,event_trials_without_marker,trials_with_multiple_post_target_events,first_event_median_time_ms,condition_mapping,event_timing_note,compare_window_ms,late_window_ms,max_lag_search_ms,effective_max_lag_ms,real_sample_interval_ms,mean_zero_lag_r,mean_best_lag_r,late_topography_cosine,sim_late_f4_minus_f3_common_scale,real_late_f4_minus_f3_common_scale,f3_zero_lag_r,f3_best_lag_r,f3_best_lag_real_delay_ms,f3_best_lag_at_search_limit,f3_sim_late_positive_peak,f3_real_late_positive_peak,f3_sim_peak_time_ms,f3_real_peak_time_ms,f3_sim_peak_at_window_boundary,f3_peak_time_difference_ms,f3_real_peak_at_window_boundary,f3_sim_late_mean_common_scale,f3_real_late_mean_common_scale,fz_zero_lag_r,fz_best_lag_r,fz_best_lag_real_delay_ms,fz_best_lag_at_search_limit,fz_sim_late_positive_peak,fz_real_late_positive_peak,fz_sim_peak_time_ms,fz_real_peak_time_ms,fz_sim_peak_at_window_boundary,fz_peak_time_difference_ms,fz_real_peak_at_window_boundary,fz_sim_late_mean_common_scale,fz_real_late_mean_common_scale,f4_zero_lag_r,f4_best_lag_r,f4_best_lag_real_delay_ms,f4_best_lag_at_search_limit,f4_sim_late_positive_peak,f4_real_late_positive_peak,f4_sim_peak_time_ms,f4_real_peak_time_ms,f4_sim_peak_at_window_boundary,f4_peak_time_difference_ms,f4_real_peak_at_window_boundary,f4_sim_late_mean_common_scale,f4_real_late_mean_common_scale
condition,VisualCogA_Task-1,Stage2,dots,54,54,0,Action:L-1/R+1,,,,all trials averaged as the double-dot condition,target onset at 0 ms relative time,0-500,250-500,100,93.75,7.8125,-0.24487535576908745,-0.07894021176947186,-0.48336542408042865,-1.1253864506954869e-10,0.11979985171227786,-0.8254916274168315,-0.6822234097821884,93.75,True,0.2586119621992111,-3.8955518270730276,432.81249999999983,409.37499999999983,False,-23.4375,False,0.9562590896308978,-0.42483286199700804,0.6295576836120013,0.6862488613614166,93.75,True,0.2586119621992111,8.46358231933206,432.81249999999983,424.99999999999983,False,-7.8125,False,0.9562590475414581,0.24598923714688056,-0.5386921235024321,-0.24084608688764375,93.75,True,0.2586119621992111,-1.5629769868571988,432.81249999999983,424.99999999999983,False,-7.8125,False,0.9562590895183591,-0.3050330102847302
